player,2020_pos,2020_age,team_id,2020_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,player_id,2021_pos,2021_age,2021_g,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Omari Spellman,C,22,GSW,49,886,14.4,.551,.373,.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,,0.5,0.7,1.2,.066,,-0.8,-1.0,-1.7,0.1,spellom01,,,,,,,,,,,,,,,,,,,,,,,,,,,1897800,1988280,https://www.2kratings.com/wp-content/uploads/Omari-Spellman-2K-Rating.png
Max Strus,SF,23,MIA,2,6,30.7,.727,.333,.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,.316,,5.3,-1.0,4.4,0.0,strusma01,SF,24,1,12,18.8,.700,.600,.000,0.0,0.0,0.0,14.7,0.0,0.0,0.0,18.3,,0.0,0.0,0.0,.157,,4.5,-4.5,0.1,0.0,415414,,https://www.2kratings.com/wp-content/uploads/Max-Strus-2K-Rating.png
Edmond Sumner,SG,24,IND,31,447,10.1,.491,.373,.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,,-0.1,0.5,0.4,.047,,-3.2,0.2,-3.0,-0.1,sumneed01,SG,25,2,9,17.4,1.000,.000,.000,0.0,0.0,0.0,0.0,5.3,0.0,33.3,14.5,,0.0,0.0,0.0,.088,,0.7,4.0,4.6,0.0,2000000,2160000,https://www.2kratings.com/wp-content/uploads/Edmond-Sumner-2K-Rating.png
Caleb Swanigan,PF-C,22,TOT,27,288,7.6,.597,.043,.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,,-0.2,0.2,0.0,.004,,-6.2,0.2,-6.0,-0.3,swanica01,,,,,,,,,,,,,,,,,,,,,,,,,,,2033160,,https://www.basketball-reference.com/req/202101021/images/players/swanica01.jpg
Jayson Tatum,PF,21,BOS,66,2265,20.4,.567,.383,.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,,3.2,3.7,6.9,.146,,3.5,0.6,4.0,3.4,tatumja01,SF,22,10,346,23.1,.588,.376,.169,1.3,22.0,11.4,18.4,1.4,2.1,9.5,30.9,,0.8,0.3,1.2,.161,,5.2,-0.5,4.6,0.6,7830000,9897120,https://www.2kratings.com/wp-content/uploads/Jayson-Tatum-2K-Rating.png
Jeff Teague,PG,31,BOS,59,1464,14.6,.557,.239,.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,,1.9,0.6,2.5,.082,,-0.2,-1.3,-1.5,0.2,teaguje01,PG,32,8,159,12.5,.459,.241,.296,2.7,12.1,7.3,17.1,3.9,1.1,11.6,18.3,,0.0,0.2,0.2,.068,,-3.1,1.1,-2.0,0.0,19000000,2564753,https://www.2kratings.com/wp-content/uploads/Jeff-Teague-2K-Rating.png
Garrett Temple,SG,33,CHI,62,1730,10.5,.513,.658,.148,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,,0.7,1.7,2.4,.066,,-1.4,0.3,-1.1,0.4,templga01,SG,34,9,229,8.1,.561,.690,.138,2.9,6.2,4.6,9.8,1.6,0.8,15.2,13.0,,0.1,0.0,0.1,.028,,-3.2,-0.7,-3.9,-0.1,4767000,4767000,https://www.2kratings.com/wp-content/uploads/Garrett-Temple-2K-Rating.png
Daniel Theis,C,27,BOS,65,1566,17.9,.631,.225,.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,,4.0,2.6,6.5,.201,,0.6,1.8,2.4,1.7,theisda01,C,28,10,225,12.3,.578,.350,.150,5.3,17.1,11.1,8.4,0.9,4.0,14.7,14.1,,0.2,0.2,0.4,.076,,-2.2,-0.3,-2.6,0.0,5000000,5000000,https://www.2kratings.com/wp-content/uploads/Daniel-Theis-2K-Rating.png
Isaiah Thomas,PG,30,WAS,40,925,11.6,.531,.444,.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,,0.1,-0.1,0.0,.002,,-0.5,-3.9,-4.3,-0.5,thomais02,,,,,,,,,,,,,,,,,,,,,,,,,,,2320044,,https://www.basketball-reference.com/req/202101021/images/players/thomais02.jpg
Khyri Thomas,SG,23,DET,8,61,3.1,.453,.824,.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,,-0.1,0.0,0.0,-0.038,,-6.2,-1.7,-7.9,-0.1,thomakh01,,,,,,,,,,,,,,,,,,,,,,,,,,,838464,744684,https://www.basketball-reference.com/req/202101021/images/players/thomakh01.jpg
Lance Thomas,PF,31,BRK,7,98,3.0,.485,.565,.174,2.2,11.4,6.9,8.2,0.0,0.0,19.5,13.1,,-0.1,0.1,0.0,-0.015,,-5.7,-2.6,-8.3,-0.2,thomala01,,,,,,,,,,,,,,,,,,,,,,,,,,,262152,,https://www.basketball-reference.com/req/202101021/images/players/thomala01.jpg
Matt Thomas,SG,25,TOR,41,440,13.3,.650,.660,.080,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,,0.7,0.6,1.2,.133,,1.0,0.1,1.1,0.3,thomama02,SG,26,4,49,16.8,.651,.722,.056,0.0,11.4,5.5,15.6,1.9,0.0,5.1,16.8,,0.1,0.0,0.2,.155,,2.7,0.5,3.2,0.1,898310,1517981,https://www.2kratings.com/wp-content/uploads/Matt-Thomas-2K-Rating.png
Tristan Thompson,PF,28,BOS,57,1721,16.8,.540,.041,.286,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,,2.0,1.1,3.1,.085,,-0.3,-1.3,-1.5,0.2,thomptr01,PF,29,8,185,15.1,.560,.000,.392,14.7,26.4,20.4,4.4,0.5,2.9,14.3,15.9,,0.3,0.2,0.4,.109,,-1.8,-2.1,-3.9,-0.1,18539130,9258000,https://www.2kratings.com/wp-content/uploads/Tristan-Thompson-2K-Rating.png
Sindarius Thornwell,SF,25,NOP,2,35,14.7,.627,.364,.364,0.0,12.2,6.1,16.1,1.3,2.4,13.6,17.3,,0.0,0.0,0.1,.101,,-0.1,-1.2,-1.3,0.0,thornsi01,SG,26,2,10,20.7,.500,.500,.000,0.0,10.8,5.5,0.0,14.6,0.0,0.0,8.5,,0.0,0.0,0.0,.228,,-1.4,13.7,12.2,0.0,183115,1678854,https://www.2kratings.com/wp-content/uploads/Sindarius-Thornwell-2K-Rating.png
Matisse Thybulle,SG,22,PHI,65,1287,10.0,.539,.592,.155,3.8,5.4,4.6,8.0,3.5,3.1,15.3,11.2,,0.3,2.0,2.3,.086,,-2.8,3.1,0.3,0.8,thybuma01,SG,23,9,113,7.0,.401,.636,.045,1.0,7.0,4.2,8.8,2.9,3.7,8.2,9.0,,-0.1,0.2,0.1,.062,,-3.8,2.5,-1.2,0.0,2582160,2711280,https://www.2kratings.com/wp-content/uploads/Matisse-Thybulle-2K-Rating.png
Anthony Tolliver,PF,34,TOT,55,872,7.0,.513,.797,.159,4.1,14.3,9.3,6.0,1.0,1.1,14.9,11.1,,0.0,0.4,0.5,.026,,-2.7,-0.5,-3.2,-0.3,tollian01,,,,,,,,,,,,,,,,,,,,,,,,,,,144901,,https://www.basketball-reference.com/req/202101021/images/players/tollian01.jpg
Juan Toscano-Anderson,SG,26,GSW,13,272,9.4,.529,.365,.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,,-0.1,0.2,0.2,.030,,-4.0,0.5,-3.5,-0.1,toscaju01,SG,27,6,90,11.7,.848,.444,.556,1.2,21.8,11.5,16.1,1.0,4.1,30.9,7.5,,0.1,0.1,0.2,.116,,-2.4,0.9,-1.5,0.0,350189,,https://www.2kratings.com/wp-content/uploads/Juan-Toscano-Anderson-2K-Rating.png
Karl-Anthony Towns,C,24,MIN,35,1187,26.5,.642,.445,.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,,3.7,1.3,5.1,.204,,7.0,0.8,7.8,2.9,townska01,C,25,3,97,26.5,.589,.261,.370,12.5,28.8,20.0,22.7,1.0,8.0,14.4,26.7,,0.3,0.1,0.3,.169,,4.0,2.4,6.4,0.2,27250000,29430000,https://www.2kratings.com/wp-content/uploads/Karl-Anthony-Towns-2K-Rating.png
Gary Trent Jr.,SF,21,POR,61,1332,12.9,.587,.608,.102,2.0,5.8,3.9,6.3,1.7,1.0,4.4,15.3,,2.2,0.3,2.5,.089,,0.5,-0.8,-0.3,0.6,trentga02,SG,22,7,164,11.0,.578,.578,.125,0.6,7.1,3.8,5.4,0.6,0.0,5.6,18.4,,0.1,0.0,0.2,.049,,-0.8,-3.3,-4.2,-0.1,1416852,1663861,https://www.basketball-reference.com/req/202101021/images/players/trentga02.jpg
Allonzo Trier,SG,24,NYK,24,291,14.5,.620,.500,.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,,0.5,0.1,0.5,.087,,0.9,-1.4,-0.5,0.1,trieral01,,,,,,,,,,,,,,,,,,,,,,,,,,,3551100,,https://www.basketball-reference.com/req/202101021/images/players/trieral01.jpg
P.J. Tucker,PF,34,HOU,72,2467,8.3,.559,.702,.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,,1.6,2.4,4.0,.078,,-2.4,0.6,-1.9,0.1,tuckepj01,PF,35,7,232,8.8,.748,.690,.138,4.0,13.7,9.1,6.2,1.4,2.2,26.3,8.0,,0.2,0.2,0.4,.084,,-2.6,0.5,-2.1,0.0,8349039,7969537,https://www.basketball-reference.com/req/202101021/images/players/tuckepj01.jpg
Rayjon Tucker,SG,22,UTA,20,161,9.7,.584,.395,.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,,0.1,0.1,0.2,.063,,-3.8,-2.2,-6.0,-0.2,tuckera01,,,,,,,,,,,,,,,,,,,,,,,,,,,578573,340000,https://www.2kratings.com/wp-content/uploads/Rayjon-Tucker-2K-Rating.png
Evan Turner,SG,31,ATL,19,251,6.8,.424,.075,.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.064,,-4.9,-0.7,-5.6,-0.2,turneev01,,,,,,,,,,,,,,,,,,,,,,,,,,,18606557,,https://www.basketball-reference.com/req/202101021/images/players/turneev01.jpg
Myles Turner,C,23,IND,62,1826,14.8,.566,.426,.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,,1.1,3.1,4.2,.111,,-1.0,1.1,0.1,1.0,turnemy01,C,24,9,270,18.9,.592,.459,.212,4.7,17.8,11.3,4.5,2.3,11.6,8.8,16.4,,0.3,0.6,0.9,.165,,0.1,3.0,3.1,0.3,18000000,18000000,https://www.2kratings.com/wp-content/uploads/Myles-Turner-2K-Rating.png
Jarrod Uthoff,PF,26,TOT,7,53,8.8,.503,.500,.111,4.0,8.6,6.1,0.0,0.9,0.0,0.0,14.8,,0.0,0.0,0.0,.018,,-2.3,-2.2,-4.5,0.0,uthofja01,,,,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/uthofja01.jpg
Jonas Valančiūnas,C,27,MEM,70,1845,22.2,.631,.123,.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,,4.2,2.8,7.0,.182,,2.1,0.2,2.4,2.0,valanjo01,C,28,9,241,18.9,.589,.121,.440,8.9,32.7,20.6,10.3,1.8,3.3,16.8,22.8,,0.2,0.5,0.7,.131,,-1.0,0.4,-0.5,0.1,16000000,15000000,https://www.2kratings.com/wp-content/uploads/Jonas-Valanciunas-2K-Rating.png
Denzel Valentine,SF,26,CHI,36,488,13.0,.511,.578,.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,,-0.1,0.6,0.5,.048,,-0.8,0.2,-0.6,0.2,valende01,SG,27,7,129,15.2,.571,.643,.048,1.7,23.6,12.8,10.7,2.8,0.7,4.5,14.3,,0.2,0.1,0.3,.113,,0.6,0.8,1.4,0.1,3377569,4642800,https://www.2kratings.com/wp-content/uploads/Denzel-Valentine-2K-Rating.png
Jarred Vanderbilt,PF,20,MIN,11,46,7.6,.676,.125,.250,7.3,14.5,10.9,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.026,,-6.6,0.5,-6.0,-0.1,vandeja01,PF,21,7,100,24.4,.635,.000,.708,11.1,26.7,18.3,17.3,4.7,3.5,13.7,15.1,,0.3,0.1,0.4,.187,,2.0,2.6,4.6,0.2,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Jarred-Vanderbilt-2K-Rating.png
Fred VanVleet,SG,25,TOR,54,1928,16.3,.553,.484,.256,1.0,9.9,5.6,27.7,2.5,0.9,12.3,21.7,,2.8,3.1,5.8,.145,,1.2,1.4,2.7,2.3,vanvlfr01,SG,26,8,282,22.1,.595,.521,.157,2.9,12.6,7.6,28.4,2.0,1.7,7.4,24.3,,0.9,0.2,1.1,.186,,5.2,0.1,5.4,0.5,9000000,21250000,https://www.2kratings.com/wp-content/uploads/Fred-VanVleet-2K-Rating.png
Gabe Vincent,PG,23,MIA,9,83,1.2,.297,.730,.000,0.0,6.5,3.4,10.1,2.9,0.0,2.6,20.2,,-0.3,0.1,-0.2,-0.117,,-8.5,-1.9,-10.4,-0.2,vincega01,PG,24,1,15,10.1,.543,.833,.167,0.0,13.4,7.3,19.6,0.0,0.0,0.0,18.9,,0.0,0.0,0.0,.130,,-3.7,0.6,-3.2,0.0,,,https://www.2kratings.com/wp-content/uploads/Gabe-Vincent-2K-Rating.png
Noah Vonleh,C,24,TOT,36,377,15.5,.622,.163,.348,10.1,25.3,17.4,10.7,1.4,1.3,16.5,13.9,,0.6,0.4,1.0,.127,,-1.2,0.3,-1.0,0.1,vonleno01,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,,https://www.basketball-reference.com/req/202101021/images/players/vonleno01.jpg
Nikola Vučević,C,29,ORL,62,1998,21.9,.549,.280,.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,,3.5,2.9,6.4,.153,,3.7,0.5,4.2,3.1,vucevni01,C,30,10,314,27.2,.593,.326,.137,6.3,31.5,18.2,19.2,1.7,1.4,4.6,26.1,,1.0,0.5,1.5,.236,,8.2,0.7,8.9,0.9,28000000,26000000,https://www.2kratings.com/wp-content/uploads/Nikola-Vucevic-2K-Rating.png
Dean Wade,PF,23,CLE,12,71,13.9,.744,.308,.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,,0.1,0.1,0.2,.105,,-1.7,0.5,-1.2,0.0,wadede01,PF,24,9,102,7.5,.571,.667,.095,1.0,9.8,5.3,6.9,1.9,0.9,15.5,11.1,,0.0,0.2,0.2,.078,,-3.7,0.7,-3.0,0.0,375000,1517981,https://www.2kratings.com/wp-content/uploads/Dean-Wade-2K-Rating.png
Moritz Wagner,C,22,WAS,45,835,15.1,.638,.301,.357,7.0,22.2,14.3,9.8,1.6,2.0,17.7,18.6,,1.1,0.6,1.7,.099,,-2.0,-0.3,-2.3,-0.1,wagnemo01,C,23,4,46,16.8,.786,.500,.500,2.2,32.4,16.5,8.9,2.0,0.0,6.4,13.9,,0.2,0.0,0.2,.211,,-1.1,1.4,0.3,0.0,2063520,2161920,https://www.2kratings.com/wp-content/uploads/Moritz-Wagner-2K-Rating.png
Dion Waiters,SG,28,TOT,10,207,11.5,.521,.475,.172,1.1,11.5,6.4,14.4,0.9,2.7,13.1,25.2,,-0.1,0.2,0.1,.030,,-0.7,-0.6,-1.2,0.0,waitedi01,,,,,,,,,,,,,,,,,,,,,,,,,,,503656,12650000,https://www.basketball-reference.com/req/202101021/images/players/waitedi01.jpg
Kemba Walker,PG,29,BOS,56,1742,20.0,.575,.532,.272,2.2,11.0,6.7,24.2,1.3,1.5,10.5,27.2,,3.9,2.0,5.9,.162,,4.9,-0.3,4.6,2.9,walkeke02,,,,,,,,,,,,,,,,,,,,,,,,,,,32742000,34379100,https://www.2kratings.com/wp-content/uploads/Kemba-Walker-2K-Rating.png
Lonnie Walker,SG,21,SAS,61,988,10.5,.507,.283,.171,2.5,12.7,7.6,9.6,1.5,1.2,10.3,18.7,,-0.2,0.6,0.3,.016,,-2.5,-1.0,-3.5,-0.4,walkelo01,SG,22,9,256,10.5,.516,.392,.134,1.9,9.5,5.6,7.6,1.1,1.6,6.4,18.2,,0.0,0.1,0.2,.031,,-2.4,-1.6,-4.0,-0.1,2760480,2892000,https://www.basketball-reference.com/req/202101021/images/players/walkelo01.jpg
Tyrone Wallace,SG,25,ATL,14,160,3.9,.389,.341,.386,2.0,13.0,7.4,10.9,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.2,-0.075,,-7.7,-1.0,-8.7,-0.3,wallaty01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/wallaty01.jpg
Derrick Walton,PG,24,TOT,26,248,8.7,.617,.615,.231,0.9,5.8,3.4,13.9,1.4,0.0,10.4,8.1,,0.4,0.2,0.6,.111,,-2.2,1.3,-1.0,0.1,waltode01,,,,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/waltode01.jpg
Brad Wanamaker,PG,30,GSW,71,1369,12.8,.577,.282,.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,,1.8,1.8,3.5,.124,,-1.9,1.3,-0.6,0.5,wanambr01,PG,31,9,148,11.5,.519,.400,.543,0.7,11.9,6.3,22.4,2.5,1.2,15.6,14.4,,0.1,0.1,0.2,.074,,-3.4,0.7,-2.8,0.0,1445697,2250000,https://www.2kratings.com/wp-content/uploads/Brad-Wanamaker-2K-Rating.png
T.J. Warren,SF,26,IND,67,2202,18.4,.610,.227,.205,3.4,10.5,7.0,7.1,1.7,1.4,7.2,23.3,,4.0,2.6,6.5,.143,,1.2,0.0,1.1,1.7,warretj01,SF,27,4,117,12.6,.560,.137,.196,2.0,11.4,6.8,6.4,0.8,0.0,6.7,22.1,,0.1,0.1,0.2,.067,,-3.0,-2.5,-5.5,-0.1,10810000,11750000,https://www.basketball-reference.com/req/202101021/images/players/warretj01.jpg
P.J. Washington,PF,21,CHO,58,1759,12.4,.547,.390,.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,,0.5,1.5,2.0,.054,,-1.7,0.1,-1.6,0.2,washipj01,PF,22,10,275,14.4,.538,.312,.409,5.9,18.0,11.7,15.3,1.9,5.4,15.4,20.0,,0.1,0.4,0.5,.089,,-1.4,1.0,-0.5,0.1,3831840,4023600,https://www.basketball-reference.com/req/202101021/images/players/washipj01.jpg
Yuta Watanabe,SF,25,TOR,18,105,11.2,.480,.235,.235,7.2,12.8,10.0,6.4,2.2,0.8,5.1,15.7,,0.0,0.1,0.1,.065,,-2.6,0.9,-1.8,0.0,watanyu01,SF,26,4,49,7.5,.375,.500,.000,8.4,25.0,16.4,2.7,1.0,5.9,7.7,11.3,,0.0,0.1,0.0,.027,,-3.7,-1.7,-5.5,0.0,,,https://www.2kratings.com/wp-content/uploads/Yuta-Watanabe-2K-Rating.png
Tremont Waters,PG,22,BOS,11,119,4.3,.381,.490,.163,0.0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,,-0.5,0.2,-0.3,-0.103,,-8.5,1.0,-7.5,-0.2,watertr01,PG,23,3,33,1.4,.383,.400,.400,3.3,3.4,3.4,29.3,2.9,0.0,37.3,24.0,,-0.1,0.0,-0.1,-0.174,,-7.5,-3.5,-11.0,-0.1,,,https://www.2kratings.com/wp-content/uploads/Tremont-Waters-2K-Rating.png
Paul Watson,SF,25,TOR,10,87,12.6,.517,.462,.346,2.5,17.9,10.3,12.4,2.2,1.1,9.1,16.1,,0.0,0.1,0.2,.097,,-1.2,0.9,-0.4,0.0,watsopa01,SF,26,3,8,15.5,.500,.500,.000,12.9,27.8,20.1,0.0,0.0,12.0,0.0,10.6,,0.0,0.0,0.0,.138,,-2.0,0.4,-1.6,0.0,50752,1445697,https://www.2kratings.com/wp-content/uploads/Paul-Watson-2K-Rating.png
Quinndary Weatherspoon,SG,23,SAS,11,78,3.2,.336,.294,.118,1.4,8.3,4.8,17.5,1.8,1.1,21.9,12.7,,-0.2,0.0,-0.1,-0.071,,-6.4,-1.0,-7.4,-0.1,weathqu01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.2kratings.com/wp-content/uploads/Quinndary-Weatherspoon-2K-Rating.png
Russell Westbrook,PG,31,WAS,57,2049,21.0,.536,.166,.297,5.1,18.1,11.5,35.6,2.1,0.8,15.0,34.4,,1.7,2.5,4.2,.098,,1.6,-0.1,1.5,1.8,westbru01,PG,32,7,260,12.9,.449,.244,.259,2.8,26.9,14.2,42.8,1.6,0.7,19.7,29.4,,-0.4,0.2,-0.2,-0.045,,-1.2,-1.4,-2.7,0.0,38178000,41358814,https://www.2kratings.com/wp-content/uploads/Russell-Westbrook-2K-Rating.png
Coby White,PG,19,CHI,65,1674,11.9,.506,.475,.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,,-0.5,1.4,0.9,.026,,-1.2,-1.6,-2.8,-0.4,whiteco01,PG,20,10,340,13.0,.547,.471,.183,1.6,14.1,7.9,24.1,0.3,0.3,14.5,23.4,,0.2,0.0,0.2,.033,,-0.6,-2.9,-3.5,-0.1,5307120,5572680,https://www.2kratings.com/wp-content/uploads/Coby-White-2K-Rating.png
Derrick White,SG,25,SAS,68,1677,16.4,.593,.391,.382,2.3,12.1,7.2,20.0,1.3,3.1,12.1,18.9,,3.1,1.1,4.2,.119,,1.2,0.1,1.3,1.4,whitede01,SG,26,1,23,5.7,.455,.444,.222,0.0,4.6,2.2,5.8,0.0,7.1,16.8,22.0,,-0.1,0.0,0.0,-0.100,,-4.2,-1.3,-5.4,0.0,1948080,3516284,https://www.2kratings.com/wp-content/uploads/Derrick-White-2K-Rating.png
Hassan Whiteside,C,30,SAC,67,2008,25.0,.644,.010,.340,13.6,33.3,23.6,5.9,0.6,8.4,12.9,19.6,,5.6,3.0,8.5,.204,,2.5,0.7,3.2,2.6,whiteha01,C,31,7,94,16.3,.492,.000,.647,8.8,32.0,19.7,6.4,1.0,8.6,10.3,21.8,,0.0,0.1,0.1,.042,,-2.9,0.8,-2.1,0.0,27093018,2320044,https://www.2kratings.com/wp-content/uploads/Hassan-Whiteside-2K-Rating.png
Andrew Wiggins,SF,24,GSW,54,1858,16.4,.536,.342,.274,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,,0.8,1.1,1.9,.050,,1.1,-1.4,-0.3,0.8,wiggian01,PF,25,9,289,13.1,.536,.316,.248,3.2,12.5,7.9,10.9,0.8,3.5,11.4,23.9,,0.0,0.2,0.2,.026,,-1.4,-1.9,-3.2,-0.1,27504630,29542010,https://www.2kratings.com/wp-content/uploads/Andrew-Wiggins-2K-Rating.png
Grant Williams,PF,21,BOS,69,1043,7.9,.505,.455,.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,,0.1,1.4,1.6,.071,,-4.1,1.4,-2.7,-0.2,willigr01,PF,22,8,153,9.6,.533,.425,.125,7.8,13.4,10.5,5.1,1.6,2.9,14.2,13.6,,0.1,0.1,0.2,.061,,-3.5,-0.8,-4.3,-0.1,2379840,2498760,https://www.2kratings.com/wp-content/uploads/Grant-Williams-2K-Rating.png
Johnathan Williams,PF,24,WAS,15,180,14.0,.566,.059,.382,14.0,25.3,19.4,5.9,0.3,3.9,11.2,10.3,,0.3,0.1,0.4,.109,,-0.8,-1.4,-2.2,0.0,willijo04,,,,,,,,,,,,,,,,,,,,,,,,,,,106181,,https://www.basketball-reference.com/req/202101021/images/players/willijo04.jpg
Kenrich Williams,PF,25,OKC,39,832,7.5,.429,.660,.177,6.5,17.3,11.9,8.4,1.5,2.1,12.2,8.9,,0.1,0.8,0.9,.050,,-3.4,0.9,-2.4,-0.1,willike04,PF,26,8,87,6.5,.423,.333,.286,5.9,11.2,8.7,11.4,1.6,1.8,17.5,14.4,,-0.1,0.1,0.0,.017,,-5.8,0.4,-5.4,-0.1,1416852,2000000,https://www.2kratings.com/wp-content/uploads/Kenrich-Williams-2K-Rating.png
Lou Williams,PG,33,LAC,65,1864,17.3,.546,.337,.362,1.8,9.2,5.6,30.1,1.1,0.6,14.4,28.4,,2.3,1.8,4.1,.105,,2.2,-1.4,0.8,1.3,willilo02,PG,34,10,203,12.6,.511,.284,.173,1.7,9.6,5.7,19.6,1.2,0.5,9.4,21.1,,0.1,0.1,0.2,.048,,-1.8,-2.5,-4.2,-0.1,8000000,8000000,https://www.2kratings.com/wp-content/uploads/Lou-Williams-2K-Rating.png
Marvin Williams,PF,33,TOT,58,1129,11.2,.587,.584,.213,2.8,14.3,8.5,7.6,1.6,2.4,10.2,12.5,,1.1,1.3,2.4,.102,,-1.6,1.0,-0.6,0.4,willima02,,,,,,,,,,,,,,,,,,,,,,,,,,,956349,,https://www.basketball-reference.com/req/202101021/images/players/willima02.jpg
Robert Williams,C,22,BOS,29,388,23.1,.728,.000,.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,,1.1,1.0,2.0,.253,,0.8,4.3,5.1,0.7,williro04,C,23,8,131,26.2,.792,.032,.226,16.6,27.7,22.1,5.4,3.3,8.2,24.4,14.5,,0.4,0.3,0.6,.230,,2.3,2.0,4.2,0.2,1937520,2029920,https://www.basketball-reference.com/req/202101021/images/players/williro04.jpg
Nigel Williams-Goss,PG,25,UTA,10,50,8.1,.415,.438,.125,4.6,8.5,6.6,16.4,2.9,1.7,15.1,17.4,,-0.1,0.1,0.0,.017,,-5.2,1.3,-3.9,0.0,willini01,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,,https://www.basketball-reference.com/req/202101021/images/players/willini01.jpg
Zion Williamson,PF,19,NOP,24,668,24.1,.616,.039,.494,10.1,13.7,11.9,13.3,1.1,1.1,11.9,30.5,,1.5,0.4,2.0,.141,,3.5,-1.4,2.1,0.7,willizi01,PF,20,9,286,22.1,.583,.014,.471,12.7,15.2,13.9,7.9,2.0,1.6,12.9,28.9,,0.4,0.4,0.8,.141,,1.9,-1.2,0.6,0.2,9757440,10245480,https://www.2kratings.com/wp-content/uploads/Zion-Williamson-2K-Rating.png
D.J. Wilson,PF,23,MIL,37,363,8.2,.475,.553,.136,3.5,20.5,12.5,9.1,0.4,1.2,12.0,18.1,,-0.3,0.6,0.3,.046,,-4.1,0.1,-4.0,-0.2,wilsodj01,PF,24,6,68,10.8,.563,.625,.083,4.8,22.8,14.1,5.6,0.7,2.6,13.9,17.6,,0.0,0.1,0.1,.077,,-1.6,-1.1,-2.6,0.0,2961120,4548280,https://www.basketball-reference.com/req/202101021/images/players/wilsodj01.jpg
Justise Winslow,SG,23,MIA,11,352,8.5,.440,.209,.209,5.3,17.5,11.6,18.7,1.0,1.4,14.6,20.6,,-0.4,0.4,0.0,-0.004,,-3.5,0.0,-3.5,-0.1,winslju01,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,13000000,https://www.2kratings.com/wp-content/uploads/Justise-Winslow-2K-Rating.png
