player,2020_pos,2020_age,team_id,2020_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,player_id,2021_pos,2021_age,2021_g,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Tony Bradley,C,22,PHI,58,663,21.7,.681,.016,.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,,2.2,1.1,3.3,.236,,1.0,0.3,1.3,0.6,bradlto01,C,23,2,42,21.1,.490,.071,.214,24.3,33.0,28.9,6.8,1.1,6.0,6.1,16.2,,0.1,0.1,0.2,.203,,1.0,-0.8,0.2,0.0,1962360,3542060,https://www.2kratings.com/wp-content/uploads/Tony-Bradley-2K-Rating.png
Jarrell Brantley,PF,23,UTA,9,96,8.0,.416,.464,.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,,-0.2,0.1,0.0,-0.006,,-5.3,0.7,-4.6,-0.1,brantja01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.2kratings.com/wp-content/uploads/Jarrell-Brantley-2K-Rating.png
Ignas Brazdeikis,SF,21,NYK,9,53,3.2,.351,.409,.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,,-0.1,0.0,-0.1,-0.108,,-5.1,-3.9,-9.0,-0.1,brazdig01,SF,22,2,2,49.8,.532,.000,2.000,53.2,50.1,51.6,0.0,0.0,0.0,0.0,40.8,,0.0,0.0,0.0,.589,,8.3,-5.4,2.9,0.0,898310,1517981,https://www.2kratings.com/wp-content/uploads/Ignas-Brazdeikis-2K-Rating.png
Corey Brewer,PF,33,SAC,5,33,8.7,.470,.250,.750,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,,0.0,0.1,0.0,.064,,-6.9,3.8,-3.1,0.0,breweco01,,,,,,,,,,,,,,,,,,,,,,,,,,,289803,,https://www.basketball-reference.com/req/202101021/images/players/breweco01.jpg
Mikal Bridges,SF,23,PHO,73,2042,12.9,.620,.401,.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,,2.5,2.3,4.8,.113,,-0.6,1.5,0.8,1.5,bridgmi01,SF,24,10,335,18.0,.661,.577,.240,4.4,13.6,9.1,5.3,0.9,3.5,2.5,16.0,,0.9,0.4,1.4,.199,,3.0,0.8,3.8,0.5,4161000,4359000,https://www.2kratings.com/wp-content/uploads/Mikal-Bridges-2K-Rating.png
Miles Bridges,SF,21,CHO,65,1995,12.1,.520,.398,.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,,0.3,1.3,1.6,.039,,-1.5,-1.0,-2.5,-0.3,bridgmi02,PF,22,10,255,10.4,.558,.487,.103,3.9,21.5,12.4,8.1,1.1,4.3,18.9,16.7,,-0.1,0.3,0.2,.039,,-2.6,-0.6,-3.2,-0.1,3755400,3934320,https://www.2kratings.com/wp-content/uploads/Miles-Bridges-2K-Rating.png
Oshae Brissett,SF,21,TOR,19,135,6.7,.458,.417,.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,,-0.1,0.2,0.1,.043,,-5.8,0.4,-5.4,-0.1,brissos01,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,https://www.2kratings.com/wp-content/uploads/Oshae-Brissett-2K-Rating.png
Ryan Broekhoff,SF,29,DAL,17,180,13.1,.568,.864,.136,3.0,21.9,12.5,8.3,1.3,1.9,8.8,16.3,,0.2,0.2,0.4,.109,,0.4,0.3,0.7,0.1,broekry01,,,,,,,,,,,,,,,,,,,,,,,,,,,1443842,,https://www.basketball-reference.com/req/202101021/images/players/broekry01.jpg
Malcolm Brogdon,PG,27,IND,54,1666,17.7,.541,.309,.250,3.1,14.1,8.6,33.8,1.0,0.5,13.7,25.2,,2.3,1.7,4.0,.114,,2.3,-0.5,1.8,1.6,brogdma01,PG,28,9,337,23.3,.616,.371,.176,2.0,10.9,6.5,29.0,2.3,0.3,8.1,24.0,,1.2,0.3,1.5,.217,,6.1,0.0,6.1,0.7,20000000,20700000,https://www.2kratings.com/wp-content/uploads/Malcolm-Brogdon-2K-Rating.png
Dillon Brooks,SG,24,MEM,73,2112,11.3,.510,.385,.190,3.5,8.6,6.1,10.5,1.4,1.1,9.7,25.2,,-0.4,1.6,1.2,.027,,-2.6,-1.4,-4.1,-1.1,brookdi01,SF,25,9,270,11.9,.485,.411,.099,5.3,9.1,7.2,16.2,2.6,1.0,13.2,28.4,,-0.3,0.3,0.0,-0.002,,-2.6,-1.2,-3.8,-0.1,1618520,11400000,https://www.2kratings.com/wp-content/uploads/Dillon-Brooks-2K-Rating.png
Bruce Brown,PG,23,BRK,58,1634,11.9,.518,.215,.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,,0.7,1.4,2.1,.062,,-2.0,0.8,-1.2,0.3,brownbr01,PG,24,6,76,4.0,.517,.313,.063,1.4,18.8,10.6,10.3,0.6,1.0,32.7,13.4,,-0.1,0.1,0.0,-0.027,,-6.9,-0.8,-7.7,-0.1,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Bruce-Brown-2K-Rating.png
Charlie Brown,SG,22,ATL,10,40,11.0,.472,.474,.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,,0.0,0.0,0.0,-0.028,,-1.1,-1.4,-2.5,0.0,brownch02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/brownch02.jpg
Jaylen Brown,SG,23,BOS,57,1934,16.9,.583,.381,.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,,2.3,2.6,4.9,.123,,1.0,-0.2,0.8,1.4,brownja02,SG,24,10,346,24.4,.626,.298,.225,3.8,16.4,10.0,17.2,2.4,1.8,12.1,29.2,,1.0,0.3,1.3,.181,,4.9,0.0,4.9,0.6,6534829,22991071,https://www.2kratings.com/wp-content/uploads/Jaylen-Brown-2K-Rating.png
Moses Brown,C,20,OKC,9,33,6.7,.407,.000,.800,9.6,34.5,22.2,4.0,1.4,2.6,18.2,21.2,,-0.1,0.0,0.0,-0.065,,-8.2,-1.8,-10.0,-0.1,brownmo01,C,21,2,9,22.8,.391,.000,5.000,11.5,43.4,27.9,0.0,5.3,8.7,0.0,31.1,,0.0,0.0,0.0,.072,,1.6,1.2,2.8,0.0,,,https://www.2kratings.com/wp-content/uploads/Moses-Brown-2K-Rating.png
Sterling Brown,SF,24,HOU,52,767,9.5,.486,.531,.156,4.3,18.5,11.8,8.6,1.7,0.8,13.3,17.0,,-0.4,1.5,1.1,.070,,-3.0,1.0,-2.0,0.0,brownst02,SG,25,7,137,15.3,.836,.719,.063,1.7,13.9,8.1,4.2,1.4,0.0,5.7,11.3,,0.4,0.1,0.5,.179,,0.7,-0.3,0.4,0.1,1618520,1678854,https://www.2kratings.com/wp-content/uploads/Sterling-Brown-2K-Rating.png
Troy Brown Jr.,SF,20,WAS,69,1782,13.7,.524,.288,.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,,1.3,1.2,2.4,.065,,-0.8,-0.4,-1.3,0.3,browntr01,SF,21,7,123,6.6,.511,.600,.100,4.2,15.8,9.7,8.1,0.7,0.7,13.8,12.0,,0.0,0.0,0.0,.004,,-3.1,-2.3,-5.5,-0.1,3219480,3372840,https://www.basketball-reference.com/req/202101021/images/players/browntr01.jpg
Jalen Brunson,PG,23,DAL,57,1022,14.9,.553,.309,.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,,1.6,0.6,2.1,.101,,0.1,-1.0,-0.9,0.3,brunsja01,PG,24,8,153,18.2,.603,.338,.308,0.0,14.3,7.2,31.5,1.3,0.0,15.9,25.5,,0.3,0.2,0.4,.139,,1.5,-1.1,0.3,0.1,1416582,1663861,https://www.2kratings.com/wp-content/uploads/Jalen-Brunson-2K-Rating.png
Thomas Bryant,C,22,WAS,46,1147,21.1,.649,.218,.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,,3.1,0.8,3.9,.164,,2.9,-0.7,2.2,1.2,bryanth01,C,23,10,271,18.9,.704,.231,.264,6.8,18.2,12.2,8.0,0.7,2.6,9.8,16.9,,0.8,0.1,0.9,.156,,2.1,-1.7,0.4,0.2,7936508,8333333,https://www.2kratings.com/wp-content/uploads/Thomas-Bryant-2K-Rating.png
Reggie Bullock,SG,28,NYK,29,684,9.3,.502,.496,.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,,0.2,0.3,0.5,.036,,-2.8,-0.3,-3.0,-0.2,bullore01,SF,29,9,262,6.9,.481,.564,.090,1.6,14.9,8.5,6.7,1.1,0.7,9.0,14.8,,-0.1,0.3,0.2,.038,,-3.6,0.3,-3.3,-0.1,4000000,4200000,https://www.2kratings.com/wp-content/uploads/Reggie-Bullock-2K-Rating.png
Trey Burke,PG,27,DAL,33,520,15.6,.548,.359,.139,3.4,7.0,5.2,23.7,1.5,0.3,8.7,20.0,,1.0,0.4,1.3,.123,,0.8,-1.0,-0.2,0.2,burketr01,PG,28,8,146,15.5,.618,.517,.150,0.0,7.5,3.8,16.0,1.3,1.4,9.9,21.6,,0.2,0.2,0.4,.134,,0.6,-0.2,0.4,0.1,229220,3174603,https://www.2kratings.com/wp-content/uploads/Trey-Burke-2K-Rating.png
Alec Burks,SF-SG,28,NYK,66,1754,16.7,.561,.392,.345,2.9,14.9,8.7,17.2,1.7,0.9,9.3,23.8,,2.5,1.2,3.7,.101,,1.2,-0.7,0.5,1.1,burksal01,SG,29,3,83,26.4,.760,.469,.625,0.0,13.3,6.8,22.1,1.8,2.3,14.6,25.0,,0.4,0.1,0.5,.301,,7.2,2.1,9.4,0.2,2320044,6000000,https://www.2kratings.com/wp-content/uploads/Alec-Burks-2K-Rating.png
Deonte Burton,SF,26,OKC,39,356,4.3,.396,.424,.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,,-0.9,0.4,-0.5,-0.067,,-6.3,-0.5,-6.8,-0.4,burtode02,,,,,,,,,,,,,,,,,,,,,,,,,,,1416852,,https://www.basketball-reference.com/req/202101021/images/players/burtode02.jpg
Jimmy Butler,SF,30,MIA,58,1959,23.6,.585,.157,.693,6.3,15.4,11.0,28.1,2.6,1.6,11.4,25.1,,6.3,2.7,9.0,.221,,4.0,1.5,5.4,3.7,butleji01,SF,31,6,174,21.9,.529,.091,.377,6.9,13.3,10.3,29.7,3.5,2.2,10.9,25.5,,0.3,0.3,0.6,.168,,0.9,2.7,3.5,0.2,32742000,34379100,https://www.2kratings.com/wp-content/uploads/Jimmy-Butler-2K-Rating.png
Bruno Caboclo,C,24,HOU,30,244,14.1,.484,.371,.101,10.0,15.8,12.9,6.8,2.9,6.1,12.3,18.0,,0.0,0.4,0.4,.076,,-3.0,0.9,-2.1,0.0,cabocbr01,PF,25,4,29,3.8,.429,.357,.000,4.0,29.2,17.2,5.5,0.0,5.8,22.2,27.6,,-0.1,0.0,-0.1,-0.168,,-12.2,-2.1,-14.3,-0.1,1845301,2028594,https://www.2kratings.com/wp-content/uploads/Bruno-Caboclo-2K-Rating.png
Devontae Cacok,C,23,LAL,1,9,28.6,.500,.000,.000,24.6,36.1,30.4,20.3,0.0,0.0,0.0,28.1,,0.0,0.0,0.0,.226,,4.8,-4.6,0.2,0.0,cacokde01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.2kratings.com/wp-content/uploads/Devontae-Cacok-2K-Rating.png
Kentavious Caldwell-Pope,SG,26,LAL,69,1762,11.0,.584,.471,.201,2.4,6.4,4.4,8.5,1.5,0.7,10.1,14.7,,1.9,1.9,3.7,.102,,-1.2,0.4,-0.8,0.5,caldwke01,SG,27,6,143,15.4,.735,.528,.306,1.6,5.0,3.4,7.4,1.7,1.7,10.9,13.8,,0.4,0.2,0.5,.184,,1.1,0.7,1.8,0.1,8089282,12073020,https://www.2kratings.com/wp-content/uploads/Kentavious-Caldwell-Pope-2K-Rating.png
Vlatko Čančar,PF,22,DEN,14,45,11.4,.507,.400,.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,,0.0,0.0,0.1,.062,,-3.4,-1.2,-4.6,0.0,cancavl01,PF,23,3,7,-5.9,.000,.500,.000,0.0,0.0,0.0,0.0,7.0,13.1,33.3,18.4,,-0.1,0.0,-0.1,-0.378,,-14.7,0.5,-14.3,0.0,1517981,898310,https://www.2kratings.com/wp-content/uploads/Vlatko-Cancar-2K-Rating.png
Clint Capela,C,25,ATL,39,1279,20.6,.626,.000,.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,,2.8,2.1,4.9,.184,,1.0,0.4,1.4,1.1,capelca01,C,26,7,185,18.8,.537,.000,.345,15.8,35.4,25.7,7.3,1.0,3.4,9.9,15.8,,0.3,0.3,0.6,.158,,1.6,-0.5,1.1,0.1,16456522,16000000,https://www.2kratings.com/wp-content/uploads/Clint-Capela-2K-Rating.png
DeMarre Carroll,SF-C,33,TOT,24,290,9.1,.515,.500,.636,4.4,15.8,10.1,11.2,1.3,1.5,16.8,14.8,,0.0,0.2,0.3,.045,,-3.1,-0.7,-3.9,-0.1,carrode01,,,,,,,,,,,,,,,,,,,,,,,,,,,811447,6167887,https://www.basketball-reference.com/req/202101021/images/players/carrode01.jpg
Jevon Carter,PG,24,PHO,58,945,11.3,.563,.601,.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,,0.8,1.0,1.8,.093,,-0.7,1.3,0.6,0.6,carteje01,PG,25,10,128,8.6,.457,.686,.000,0.9,13.9,7.5,9.6,2.7,2.1,5.4,13.1,,0.0,0.2,0.2,.069,,-4.6,3.4,-1.2,0.0,1416852,3549383,https://www.2kratings.com/wp-content/uploads/Jevon-Carter-2K-Rating.png
Vince Carter,PF,43,ATL,60,876,7.5,.470,.664,.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,,-0.6,0.4,-0.2,-0.011,,-3.1,-1.2,-4.3,-0.5,cartevi01,,,,,,,,,,,,,,,,,,,,,,,,,,,2564753,,https://www.basketball-reference.com/req/202101021/images/players/cartevi01.jpg
Wendell Carter Jr.,C,20,CHI,43,1256,15.5,.590,.085,.443,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,,1.7,1.6,3.3,.127,,-2.1,-0.3,-2.4,-0.1,cartewe01,C,21,10,270,16.5,.587,.143,.473,9.5,23.3,16.5,15.1,0.5,1.8,12.7,19.2,,0.5,0.1,0.7,.118,,-1.2,-0.8,-2.0,0.0,5201400,5448840,https://www.basketball-reference.com/req/202101021/images/players/cartewe01.jpg
Michael Carter-Williams,SG,28,ORL,45,833,15.3,.535,.288,.365,5.8,13.5,9.5,19.1,2.9,2.4,14.7,18.3,,0.7,1.2,1.9,.111,,-1.5,1.6,0.1,0.5,cartemi01,SG,29,7,160,7.0,.386,.273,.136,9.2,14.3,11.6,10.2,1.2,2.2,16.2,14.7,,-0.2,0.2,0.0,.000,,-5.3,-0.8,-6.1,-0.2,2028594,3000000,https://www.2kratings.com/wp-content/uploads/Michael-Carter-Williams-2K-Rating.png
Alex Caruso,PG,25,LAL,64,1175,10.8,.525,.412,.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,,0.5,1.8,2.3,.095,,-2.6,2.4,-0.2,0.5,carusal01,PG,26,5,78,13.5,.786,.762,.000,0.0,13.1,6.9,12.1,1.8,0.0,25.0,15.4,,0.1,0.1,0.2,.122,,0.2,0.7,0.8,0.1,2750000,2750000,https://www.2kratings.com/wp-content/uploads/Alex-Caruso-2K-Rating.png
Willie Cauley-Stein,C,26,DAL,54,1097,17.0,.589,.003,.219,8.0,23.3,15.5,9.9,2.1,5.0,10.8,14.4,,1.5,1.5,2.9,.128,,-1.2,1.7,0.5,0.7,caulewi01,C,27,9,144,15.3,.637,.033,.700,10.1,22.1,16.2,8.4,1.0,2.8,11.3,13.7,,0.4,0.2,0.6,.195,,-2.3,0.6,-1.7,0.0,2177483,4000000,https://www.2kratings.com/wp-content/uploads/Willie-Cauley-Stein-2K-Rating.png
Tyson Chandler,C,37,HOU,26,219,10.8,.717,.000,.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,.131,,-2.6,1.1,-1.5,0.0,chandty01,,,,,,,,,,,,,,,,,,,,,,,,,,,2564753,,https://www.basketball-reference.com/req/202101021/images/players/chandty01.jpg
Wilson Chandler,PF,32,BRK,35,734,7.4,.531,.661,.126,1.6,18.5,10.2,7.3,1.0,1.4,15.0,12.9,,-0.1,0.9,0.7,.046,,-3.8,1.0,-2.7,-0.1,chandwi01,,,,,,,,,,,,,,,,,,,,,,,,,,,2564753,,https://www.basketball-reference.com/req/202101021/images/players/chandwi01.jpg
Joe Chealey,PG,24,CHO,4,33,-2.9,.127,.571,.286,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,,-0.2,0.0,-0.1,-0.188,,-14.3,1.7,-12.5,-0.1,chealjo01,,,,,,,,,,,,,,,,,,,,,,,,,,,163356,,https://www.basketball-reference.com/req/202101021/images/players/chealjo01.jpg
Zylan Cheatham,PF,24,NOP,4,51,6.7,.667,.111,.000,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,,0.0,0.0,0.0,.034,,-6.5,-0.6,-7.1,-0.1,cheatzy01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445697,https://www.basketball-reference.com/req/202101021/images/players/cheatzy01.jpg
Chris Chiozza,PG,24,BRK,28,401,12.0,.499,.514,.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,,0.0,0.4,0.5,.055,,-1.6,0.5,-1.2,0.1,chiozch01,PG,25,5,59,7.4,.375,.393,.214,5.5,3.2,4.3,25.4,1.6,2.6,14.0,25.3,,-0.1,0.1,-0.1,-0.057,,-5.0,-3.5,-8.4,-0.1,,,https://www.2kratings.com/wp-content/uploads/Chris-Chiozza-2K-Rating.png
Marquese Chriss,PF,22,GSW,59,1196,19.5,.604,.101,.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,,2.1,1.3,3.4,.136,,0.0,0.6,0.6,0.8,chrisma01,PF,23,2,27,12.3,.412,.357,.286,11.6,38.3,25.0,11.4,0.0,6.8,11.3,27.3,,-0.1,0.0,0.0,-0.036,,-2.2,-1.0,-3.2,0.0,654468,1824003,https://www.2kratings.com/wp-content/uploads/Marquese-Chriss-2K-Rating.png
Gary Clark,SF-PF,25,ORL,42,567,10.7,.568,.835,.075,6.8,14.0,10.3,4.1,0.5,3.4,6.8,11.0,,0.7,0.5,1.2,.100,,-0.9,-1.0,-1.9,0.0,clarkga01,SF,26,7,139,2.8,.384,.826,.043,5.6,15.7,10.4,2.7,1.0,0.6,23.0,9.2,,-0.2,0.1,0.0,-0.017,,-5.8,-1.0,-6.9,-0.2,163356,1944677,https://www.2kratings.com/wp-content/uploads/Gary-Clark-2K-Rating.png
Brandon Clarke,PF,23,MEM,58,1300,20.9,.663,.134,.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,,3.4,1.6,5.0,.183,,2.4,0.7,3.1,1.7,clarkbr01,PF,24,9,253,12.9,.481,.198,.179,5.7,15.2,10.3,9.1,1.1,2.8,5.8,20.2,,0.0,0.3,0.3,.052,,-1.9,-1.1,-3.1,-0.1,2478840,2602920,https://www.2kratings.com/wp-content/uploads/Brandon-Clarke-2K-Rating.png
Jordan Clarkson,SG,27,UTA,71,1705,17.3,.574,.476,.190,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,,2.4,1.0,3.4,.096,,2.4,-1.3,1.1,1.3,clarkjo01,SG,28,9,214,21.1,.619,.478,.122,5.0,13.3,9.2,11.1,2.0,1.1,12.3,27.3,,0.4,0.2,0.6,.142,,3.4,-0.1,3.3,0.3,13437500,11500000,https://www.2kratings.com/wp-content/uploads/Jordan-Clarkson-2K-Rating.png
Nicolas Claxton,C,20,BRK,15,187,14.8,.577,.146,.438,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,,0.3,0.2,0.5,.121,,-0.7,0.0,-0.6,0.1,claxtni01,,,,,,,,,,,,,,,,,,,,,,,,,,,898310,1517981,https://www.2kratings.com/wp-content/uploads/Nicolas-Claxton-2K-Rating.png
Chris Clemons,SG,22,HOU,33,291,13.1,.548,.754,.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,,0.1,0.2,0.4,.058,,0.3,-1.3,-1.0,0.1,clemoch01,,,,,,,,,,,,,,,,,,,,,,,,,,,568422,1517981,https://www.2kratings.com/wp-content/uploads/Chris-Clemons-2K-Rating.png
Antonius Cleveland,SG,25,DAL,11,46,2.5,.340,.214,.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,,-0.1,0.0,-0.1,-0.076,,-9.0,-1.0,-10.1,-0.1,clevean01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/clevean01.jpg
Amir Coffey,SG,22,LAC,18,159,8.5,.493,.352,.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,,0.0,0.2,0.1,.041,,-4.2,0.1,-4.1,-0.1,coffeam01,SG,23,8,37,7.5,.450,.500,.250,3.1,3.1,3.1,11.3,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,.022,,-2.6,-4.6,-7.2,0.0,,,https://www.2kratings.com/wp-content/uploads/Amir-Coffey-2K-Rating.png
John Collins,PF,22,ATL,41,1363,23.5,.659,.243,.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,,3.8,1.2,4.9,.174,,3.7,-0.6,3.1,1.7,collijo01,PF,23,9,257,21.6,.628,.241,.324,9.7,18.3,14.1,9.2,1.1,2.4,7.5,21.5,,0.8,0.3,1.1,.209,,2.9,-0.3,2.6,0.3,2686560,4137302,https://www.2kratings.com/wp-content/uploads/John-Collins-2K-Rating.png
Zach Collins,PF,22,POR,11,290,9.9,.538,.279,.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,,0.2,0.1,0.3,.052,,-1.7,-1.4,-3.1,-0.1,colliza01,,,,,,,,,,,,,,,,,,,,,,,,,,,4240200,5406255,https://www.2kratings.com/wp-content/uploads/Zach-Collins-2K-Rating.png
Mike Conley,PG,32,UTA,47,1363,14.1,.537,.451,.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,,1.4,1.1,2.5,.089,,0.7,-0.4,0.3,0.8,conlemi01,PG,33,9,276,17.5,.582,.561,.203,2.7,10.7,6.8,28.1,1.4,0.3,14.6,24.1,,0.6,0.2,0.8,.133,,2.8,-1.1,1.7,0.3,32511623,34504132,https://www.2kratings.com/wp-content/uploads/Mike-Conley-2K-Rating.png
Pat Connaughton,SG,27,MIL,67,1243,11.5,.565,.551,.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,,1.1,2.3,3.4,.130,,-0.9,1.5,0.6,0.8,connapa01,SG,28,7,114,15.8,.649,.697,.061,2.9,20.0,11.7,8.7,1.2,1.6,2.9,12.7,,0.3,0.1,0.4,.184,,3.3,0.0,3.3,0.2,1723050,4938272,https://www.2kratings.com/wp-content/uploads/Pat-Connaughton-2K-Rating.png
Quinn Cook,PG,26,LAL,44,508,10.0,.509,.397,.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,,-0.2,0.5,0.3,.030,,-2.3,-1.4,-3.8,-0.2,cookqu01,PG,27,6,17,26.9,.697,.625,.375,0.0,6.0,3.2,17.8,0.0,0.0,0.0,23.5,,0.1,0.0,0.1,.332,,6.4,-1.1,5.3,0.0,3000000,1000000,https://www.2kratings.com/wp-content/uploads/Quinn-Cook-2K-Rating.png
Tyler Cook,PF-SF,22,TOT,13,54,19.4,.741,.000,.667,12.3,16.6,14.4,2.9,2.7,0.0,16.2,14.7,,0.2,0.0,0.2,.182,,0.3,-0.7,-0.4,0.0,cookty01,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,https://www.2kratings.com/wp-content/uploads/Tyler-Cook-2K-Rating.png
Robert Covington,PF-C,29,POR,70,2137,13.3,.559,.664,.172,3.0,20.2,11.4,5.9,2.5,3.7,11.7,17.0,,0.7,3.0,3.7,.083,,-1.2,1.3,0.0,1.1,covinro01,PF,30,9,274,8.4,.530,.774,.113,1.1,18.9,9.9,8.0,2.2,1.4,13.9,10.0,,0.0,0.3,0.3,.053,,-3.5,0.5,-3.1,-0.1,11301219,12138345,https://www.2kratings.com/wp-content/uploads/Robert-Covington-2K-Rating.png
Allen Crabbe,SG-SF,27,TOT,37,653,6.0,.470,.672,.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,,-0.2,0.2,-0.1,-0.007,,-3.8,-1.5,-5.3,-0.5,crabbal01,,,,,,,,,,,,,,,,,,,,,,,,,,,17818456,,https://www.basketball-reference.com/req/202101021/images/players/crabbal01.jpg
Torrey Craig,SF,29,MIL,58,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,,1.1,0.9,2.0,.091,,-2.0,-0.3,-2.3,-0.1,craigto01,SF,30,2,13,2.0,.000,.000,.000,0.0,31.8,16.4,16.4,0.0,6.9,50.0,6.4,,0.0,0.0,0.0,-0.024,,-6.6,3.7,-3.0,0.0,2100000,1678854,https://www.2kratings.com/wp-content/uploads/Torrey-Craig-2K-Rating.png
Jamal Crawford,SG,39,BRK,1,6,33.2,.625,.500,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,,0.1,0.0,0.1,.492,,12.4,2.6,15.0,0.0,crawfja01,,,,,,,,,,,,,,,,,,,,,,,,,,,289803,,https://www.basketball-reference.com/req/202101021/images/players/crawfja01.jpg
Jae Crowder,SF-PF,29,PHO,65,1875,12.5,.553,.700,.222,3.0,18.5,11.0,11.5,1.8,1.2,10.0,15.5,,1.6,2.2,3.8,.098,,-0.5,0.4,-0.1,0.9,crowdja01,PF,30,10,286,12.1,.593,.810,.167,1.2,17.5,9.5,11.3,1.0,0.3,7.2,15.4,,0.4,0.4,0.8,.126,,0.0,0.6,0.6,0.2,7815533,9258000,https://www.2kratings.com/wp-content/uploads/Jae-Crowder-2K-Rating.png
Jarrett Culver,SG,20,MIN,63,1506,9.6,.467,.388,.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,,-1.2,1.1,-0.1,-0.004,,-3.3,-0.7,-4.0,-0.8,culveja01,SG,21,9,217,10.5,.510,.294,.250,9.7,19.3,14.2,5.2,1.3,0.8,15.6,17.1,,0.0,0.0,0.0,-0.006,,-4.3,-2.8,-7.1,-0.3,5813640,6104280,https://www.2kratings.com/wp-content/uploads/Jarrett-Culver-2K-Rating.png
Seth Curry,SG,29,PHI,64,1576,15.5,.643,.559,.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,,3.5,0.8,4.3,.130,,1.7,-0.9,0.8,1.2,curryse01,SG,30,8,240,20.6,.796,.538,.218,0.5,7.0,4.0,17.9,1.2,1.1,12.3,17.0,,0.9,0.3,1.2,.235,,4.5,0.0,4.5,0.4,7441860,7813953,https://www.2kratings.com/wp-content/uploads/Seth-Curry-2K-Rating.png
