player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link,2021_preseason_salary,position
Rayjon Tucker,SG,22,UTA,20,0,8.1,1.0,2.2,.465,0.2,0.9,.176,0.9,1.3,.654,.500,1.0,1.2,.826,0.2,0.9,1.0,0.3,0.1,0.1,0.4,0.5,3.1,tuckera01,F,23,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,4.0,4.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,161,9.7,.584,.395,.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,,0.1,0.1,0.2,.063,,-3.8,-2.2,-6.0,-0.2,3,55.8,1.136,,,0.0,0.0,0.0,38.6,0.0,0.0,0.0,24.9,,0.1,0.0,0.1,1.136,,7.0,6.1,13.1,0.0,578573,340000,https://www.2kratings.com/wp-content/uploads/Rayjon-Tucker-2K-Rating.png,1517981,F
Evan Turner,SG,31,FA,19,0,13.2,1.3,3.5,.373,0.0,0.3,.000,1.3,3.3,.403,.373,0.6,0.7,.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3,turneev01,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,6.8,.424,.075,.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.064,,-4.9,-0.7,-5.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,18606557,,https://www.basketball-reference.com/req/202101021/images/players/turneev01.jpg,,SG
Myles Turner,C,23,IND,62,62,29.5,4.3,9.5,.457,1.4,4.0,.344,2.9,5.4,.540,.530,2.0,2.7,.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1,turnemy01,C,24,40,40,30.9,4.5,9.3,.480,1.4,4.4,.328,3.1,5.0,.613,.556,2.5,3.1,.784,1.4,5.1,6.5,1.0,0.9,3.4,1.3,3.5,12.8,1826,14.8,.566,.426,.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,,1.1,3.1,4.2,.111,,-1.0,1.1,0.1,1.0,1234,16.2,.599,.466,.335,5.0,18.6,11.7,4.5,1.4,9.5,11.0,16.8,,1.2,2.1,3.2,.125,,-0.9,1.8,0.9,0.9,18000000,18000000,https://www.2kratings.com/wp-content/uploads/Myles-Turner-2K-Rating.png,18000000,C
Jarrod Uthoff,PF,26,FA,7,0,7.6,1.0,2.6,.389,0.4,1.3,.333,0.6,1.3,.444,.472,0.3,0.3,1.000,0.3,0.6,0.9,0.0,0.1,0.0,0.0,0.3,2.7,uthofja01,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,8.8,.503,.500,.111,4.0,8.6,6.1,0.0,0.9,0.0,0.0,14.8,,0.0,0.0,0.0,.018,,-2.3,-2.2,-4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/uthofja01.jpg,,PF
Jonas Valančiūnas,C,27,MEM,70,70,26.4,6.2,10.6,.585,0.5,1.3,.352,5.7,9.3,.617,.606,2.1,2.9,.740,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9,valanjo01,C,28,36,35,27.6,6.5,11.6,.557,0.3,1.0,.314,6.2,10.6,.580,.571,2.6,3.5,.746,3.9,8.5,12.4,1.7,0.6,0.7,1.9,3.0,15.9,1845,22.2,.631,.123,.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,,4.2,2.8,7.0,.182,,2.1,0.2,2.4,2.0,995,21.9,.603,.084,.301,14.6,34.1,24.0,9.6,1.1,2.3,12.4,22.9,,2.0,1.6,3.6,.175,,1.7,-0.8,0.9,0.7,16000000,15000000,https://www.2kratings.com/wp-content/uploads/Jonas-Valanciunas-2K-Rating.png,15000000,C
Denzel Valentine,SF,26,FA,36,5,13.6,2.7,6.6,.409,1.3,3.8,.336,1.4,2.8,.510,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,valende01,SG,27,39,3,18.4,2.8,7.4,.376,1.5,4.3,.337,1.3,3.0,.432,.476,0.2,0.2,1.000,0.4,3.4,3.8,1.7,0.6,0.0,0.6,1.1,7.2,488,13.0,.511,.578,.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,,-0.1,0.6,0.5,.048,,-0.8,0.2,-0.6,0.2,719,10.8,.485,.589,.031,2.7,20.0,11.5,12.4,1.7,0.1,7.0,18.6,,0.0,0.8,0.7,.050,,-1.8,-0.7,-2.4,-0.1,3377569,4642800,https://www.2kratings.com/wp-content/uploads/Denzel-Valentine-2K-Rating.png,,SG
Jarred Vanderbilt,PF,20,MIN,11,0,4.2,0.5,0.7,.625,0.0,0.1,.000,0.5,0.6,.714,.625,0.2,0.2,1.000,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1,vandeja01,PF,21,42,24,18.2,2.3,3.7,.611,0.0,0.0,.500,2.3,3.7,.613,.615,1.0,1.7,.583,1.7,3.9,5.6,1.4,1.0,0.7,1.0,2.1,5.6,46,7.6,.676,.125,.250,7.3,14.5,10.9,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.026,,-6.6,0.5,-6.0,-0.1,766,15.8,.623,.013,.459,9.4,24.2,16.5,10.6,2.7,3.3,18.6,12.7,,0.9,1.0,1.9,.121,,-2.0,1.2,-0.7,0.2,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Jarred-Vanderbilt-2K-Rating.png,1663861,PF
Fred VanVleet,SG,25,FA,54,54,35.7,5.9,14.3,.413,2.7,6.9,.390,3.2,7.4,.434,.507,3.1,3.7,.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,vanvlfr01,SG,26,39,39,36.8,6.6,16.6,.396,3.4,8.9,.376,3.2,7.6,.419,.498,3.6,3.9,.903,0.6,3.6,4.3,6.4,1.8,0.7,1.9,2.5,20.1,1928,16.3,.553,.484,.256,1.0,9.9,5.6,27.7,2.5,0.9,12.3,21.7,,2.8,3.1,5.8,.145,,1.2,1.4,2.7,2.3,1434,17.4,.548,.539,.238,1.9,11.3,6.4,26.8,2.3,2.1,9.6,23.8,,2.2,1.4,3.6,.120,,2.5,0.0,2.5,1.6,9000000,21250000,https://www.2kratings.com/wp-content/uploads/Fred-VanVleet-2K-Rating.png,,SG
Gabe Vincent,PG,23,FA,9,0,9.2,0.9,4.1,.216,0.7,3.0,.222,0.2,1.1,.200,.297,0.0,0.0,,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4,vincega01,PG,24,30,6,14.8,2.1,5.6,.381,1.0,3.5,.295,1.1,2.1,.524,.473,0.6,0.7,.905,0.2,1.0,1.2,1.6,0.4,0.1,0.8,1.7,5.9,83,1.2,.297,.730,.000,0.0,6.5,3.4,10.1,2.9,0.0,2.6,20.2,,-0.3,0.1,-0.2,-0.117,,-8.5,-1.9,-10.4,-0.2,445,8.2,.502,.625,.125,1.3,7.5,4.5,16.6,1.4,0.5,11.9,20.2,,-0.2,0.4,0.1,.016,,-4.1,-0.9,-5.0,-0.3,,,https://www.2kratings.com/wp-content/uploads/Gabe-Vincent-2K-Rating.png,,PG
Noah Vonleh,C,24,FA,36,1,10.5,1.4,2.6,.565,0.1,0.4,.200,1.4,2.1,.636,.582,0.7,0.9,.781,1.0,2.4,3.4,0.8,0.3,0.2,0.6,1.1,3.7,vonleno01,PF,25,4,0,2.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0,377,15.5,.622,.163,.348,10.1,25.3,17.4,10.7,1.4,1.3,16.5,13.9,,0.6,0.4,1.0,.127,,-1.2,0.3,-1.0,0.1,11,-19.1,.000,.667,.000,0.0,9.7,5.1,10.2,0.0,0.0,40.0,19.8,,-0.1,0.0,-0.1,-0.490,,-20.9,-8.9,-29.9,-0.1,2000000,263995,https://www.basketball-reference.com/req/202101021/images/players/vonleno01.jpg,,PF
Nikola Vučević,C,29,ORL,62,62,32.2,8.0,16.7,.477,1.6,4.7,.339,6.4,12.0,.531,.525,2.1,2.7,.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,vucevni01,C,30,44,44,34.1,9.9,20.6,.480,2.7,6.5,.406,7.3,14.1,.515,.545,2.1,2.5,.827,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8,24.5,1998,21.9,.549,.280,.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,,3.5,2.9,6.4,.153,,3.7,0.5,4.2,3.1,1500,23.6,.565,.317,.121,5.9,30.8,17.9,21.8,1.4,1.7,8.0,30.0,,2.4,2.0,4.5,.143,,5.5,0.1,5.6,2.9,28000000,26000000,https://www.2kratings.com/wp-content/uploads/Nikola-Vucevic-2K-Rating.png,26000000,C
Dean Wade,PF,23,CLE,12,0,5.9,0.8,1.1,.692,0.2,0.3,.500,0.6,0.8,.778,.769,0.0,0.1,.000,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7,wadede01,PF,24,36,5,13.0,1.5,3.4,.435,0.9,2.3,.398,0.6,1.1,.512,.569,0.3,0.5,.706,0.5,1.8,2.4,0.8,0.2,0.3,0.4,0.9,4.3,71,13.9,.744,.308,.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,,0.1,0.1,0.2,.105,,-1.7,0.5,-1.2,0.0,468,11.7,.582,.669,.137,4.4,16.1,10.1,9.3,0.8,2.1,9.6,13.4,,0.5,0.3,0.8,.087,,-0.4,-0.1,-0.5,0.2,375000,1517981,https://www.2kratings.com/wp-content/uploads/Dean-Wade-2K-Rating.png,1517981,PF
Moritz Wagner,C,22,WAS,45,5,18.6,3.2,5.9,.545,0.6,1.8,.313,2.7,4.1,.645,.592,1.7,2.1,.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,wagnemo01,C,23,25,13,15.0,2.5,4.9,.508,0.5,1.7,.310,2.0,3.2,.613,.561,1.6,2.1,.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5,7.1,835,15.1,.638,.301,.357,7.0,22.2,14.3,9.8,1.6,2.0,17.7,18.6,,1.1,0.6,1.7,.099,,-2.0,-0.3,-2.3,-0.1,375,15.4,.614,.344,.426,3.6,17.1,10.3,12.3,2.7,1.8,12.7,18.4,,0.5,0.4,0.9,.121,,-1.1,0.9,-0.2,0.2,2063520,2161920,https://www.2kratings.com/wp-content/uploads/Moritz-Wagner-2K-Rating.png,2161920,C
Dion Waiters,SG,28,FA,10,0,20.7,4.1,9.9,.414,1.5,4.7,.319,2.6,5.2,.500,.490,1.4,1.7,.824,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1,waitedi01,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,11.5,.521,.475,.172,1.1,11.5,6.4,14.4,0.9,2.7,13.1,25.2,,-0.1,0.2,0.1,.030,,-0.7,-0.6,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,503656,12650000,https://www.basketball-reference.com/req/202101021/images/players/waitedi01.jpg,,SG
Kemba Walker,PG,29,BOS,56,56,31.1,6.8,15.9,.425,3.2,8.4,.381,3.5,7.4,.476,.526,3.7,4.3,.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4,walkeke02,PG,30,26,26,30.7,6.1,15.5,.395,2.9,7.9,.364,3.2,7.6,.426,.488,2.8,3.0,.923,0.3,3.2,3.5,4.6,1.2,0.3,2.2,1.3,17.9,1742,20.0,.575,.532,.272,2.2,11.0,6.7,24.2,1.3,1.5,10.5,27.2,,3.9,2.0,5.9,.162,,4.9,-0.3,4.6,2.9,798,16.0,.532,.511,.194,1.1,11.9,6.5,22.7,1.8,1.1,11.5,26.7,,0.6,0.6,1.2,.074,,1.7,-0.8,0.9,0.6,32742000,34379100,https://www.2kratings.com/wp-content/uploads/Kemba-Walker-2K-Rating.png,34379100,PG
Lonnie Walker,SG,21,SAS,61,12,16.2,2.5,5.9,.426,0.7,1.7,.406,1.8,4.2,.434,.483,0.7,1.0,.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4,walkelo01,SG,22,37,30,26.2,4.4,10.4,.425,1.7,4.8,.356,2.7,5.6,.483,.506,1.0,1.2,.783,0.2,2.5,2.8,1.6,0.5,0.4,1.0,2.0,11.5,988,10.5,.507,.283,.171,2.5,12.7,7.6,9.6,1.5,1.2,10.3,18.7,,-0.2,0.6,0.3,.016,,-2.5,-1.0,-3.5,-0.4,968,10.1,.526,.459,.119,1.0,10.4,5.6,9.2,1.0,1.2,8.6,20.0,,-0.3,0.8,0.5,.026,,-2.2,-1.4,-3.7,-0.4,2760480,2892000,https://www.basketball-reference.com/req/202101021/images/players/walkelo01.jpg,2892000,SG
Tyrone Wallace,SG,25,FA,14,0,11.4,1.0,3.1,.318,0.1,1.1,.067,0.9,2.1,.448,.330,0.8,1.2,.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9,wallaty01,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,3.9,.389,.341,.386,2.0,13.0,7.4,10.9,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.2,-0.075,,-7.7,-1.0,-8.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/wallaty01.jpg,,SG
Derrick Walton,PG,24,FA,26,1,9.5,0.7,1.5,.462,0.4,0.9,.417,0.3,0.6,.533,.590,0.3,0.3,.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0,waltode01,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,8.7,.617,.615,.231,0.9,5.8,3.4,13.9,1.4,0.0,10.4,8.1,,0.4,0.2,0.6,.111,,-2.2,1.3,-1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/waltode01.jpg,,PG
Brad Wanamaker,PG,30,FA,71,1,19.3,2.3,5.1,.448,0.5,1.4,.363,1.8,3.7,.481,.499,1.8,1.9,.926,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9,wanambr01,PG,31,39,0,16.0,1.6,4.4,.353,0.3,1.6,.213,1.2,2.9,.429,.390,1.3,1.4,.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7,1369,12.8,.577,.282,.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,,1.8,1.8,3.5,.124,,-1.9,1.3,-0.6,0.5,625,8.5,.468,.353,.324,1.4,9.7,5.6,21.0,1.9,0.9,15.8,16.0,,-0.3,0.7,0.4,.031,,-4.7,0.3,-4.4,-0.4,1445697,2250000,https://www.2kratings.com/wp-content/uploads/Brad-Wanamaker-2K-Rating.png,,PG
T.J. Warren,SF,26,IND,67,67,32.9,8.0,14.9,.536,1.4,3.4,.403,6.6,11.5,.575,.581,2.5,3.0,.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,warretj01,SF,27,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,2202,18.4,.610,.227,.205,3.4,10.5,7.0,7.1,1.7,1.4,7.2,23.3,,4.0,2.6,6.5,.143,,1.2,0.0,1.1,1.7,117,11.9,.560,.137,.196,1.9,11.6,6.7,6.7,0.8,0.0,6.7,21.9,,0.1,0.1,0.1,.049,,-3.0,-2.5,-5.5,-0.1,10810000,11750000,https://www.basketball-reference.com/req/202101021/images/players/warretj01.jpg,11750000,SF
P.J. Washington,PF,21,CHO,58,57,30.3,4.6,10.2,.455,1.5,4.0,.374,3.1,6.2,.507,.528,1.5,2.3,.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2,washipj01,PF,22,39,39,29.6,4.4,9.8,.450,1.4,3.6,.396,3.0,6.2,.481,.522,2.1,2.6,.796,1.5,5.1,6.6,2.9,1.0,1.3,2.2,2.7,12.3,1759,12.4,.547,.390,.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,,0.5,1.5,2.0,.054,,-1.7,0.1,-1.6,0.2,1156,13.7,.563,.364,.270,5.4,18.9,12.1,13.9,1.6,4.3,16.9,19.0,,0.4,1.4,1.8,.074,,-1.3,0.5,-0.8,0.4,3831840,4023600,https://www.basketball-reference.com/req/202101021/images/players/washipj01.jpg,4023600,PF
Yuta Watanabe,SF,25,FA,18,0,5.8,0.8,1.9,.441,0.2,0.4,.375,0.7,1.4,.462,.485,0.2,0.4,.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5,2.0,watanyu01,SF,26,27,1,11.4,0.8,2.5,.313,0.5,1.3,.371,0.3,1.2,.250,.410,0.3,0.4,.900,0.7,2.3,3.0,0.5,0.4,0.5,0.3,0.9,2.4,105,11.2,.480,.235,.235,7.2,12.8,10.0,6.4,2.2,0.8,5.1,15.7,,0.0,0.1,0.1,.065,,-2.6,0.9,-1.8,0.0,307,9.3,.448,.522,.149,6.9,22.7,14.5,5.6,1.6,4.7,10.1,11.2,,0.0,0.4,0.4,.059,,-2.8,0.0,-2.8,-0.1,,,https://www.2kratings.com/wp-content/uploads/Yuta-Watanabe-2K-Rating.png,,SF
Tremont Waters,PG,22,FA,11,1,10.8,1.3,4.5,.286,0.4,2.2,.167,0.9,2.3,.400,.327,0.7,0.7,1.000,0.0,1.1,1.1,1.5,0.9,0.2,1.4,1.2,3.6,watertr01,PG,23,11,1,8.9,0.9,2.8,.323,0.5,1.4,.400,0.4,1.5,.250,.419,0.6,0.7,.875,0.2,0.5,0.7,2.7,0.5,0.0,1.2,0.5,3.0,119,4.3,.381,.490,.163,0.0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,,-0.5,0.2,-0.3,-0.103,,-8.5,1.0,-7.5,-0.2,98,11.7,.478,.484,.258,2.3,6.9,4.6,40.3,3.0,0.0,27.4,20.9,,0.0,0.1,0.0,.018,,-0.6,-0.8,-1.4,0.0,,,https://www.2kratings.com/wp-content/uploads/Tremont-Waters-2K-Rating.png,,PG
Paul Watson,SF,25,FA,10,0,8.7,1.0,2.6,.385,0.4,1.2,.333,0.6,1.4,.429,.462,0.7,0.9,.778,0.2,1.5,1.7,0.8,0.4,0.1,0.3,0.5,3.1,watsopa01,SF,26,24,0,9.8,1.0,2.3,.455,0.8,1.8,.455,0.2,0.5,.455,.636,0.1,0.2,.500,0.1,1.3,1.5,0.5,0.2,0.1,0.3,1.3,3.0,87,12.6,.517,.462,.346,2.5,17.9,10.3,12.4,2.2,1.1,9.1,16.1,,0.0,0.1,0.2,.097,,-1.2,0.9,-0.4,0.0,234,8.7,.634,.800,.073,1.4,15.7,8.2,6.6,1.0,0.9,9.6,11.6,,0.2,0.2,0.4,.076,,-2.3,-0.8,-3.0,-0.1,50752,1445697,https://www.2kratings.com/wp-content/uploads/Paul-Watson-2K-Rating.png,,SF
Quinndary Weatherspoon,SG,23,FA,11,0,7.1,0.5,1.5,.294,0.1,0.5,.200,0.4,1.1,.333,.324,0.1,0.2,.500,0.1,0.5,0.6,1.0,0.3,0.1,0.5,0.7,1.1,weathqu01,SG,24,9,0,4.9,0.2,0.9,.250,0.0,0.2,.000,0.2,0.7,.333,.250,0.2,0.2,1.000,0.0,0.3,0.3,0.4,0.4,0.1,0.8,0.9,0.7,78,3.2,.336,.294,.118,1.4,8.3,4.8,17.5,1.8,1.1,21.9,12.7,,-0.2,0.0,-0.1,-0.071,,-6.4,-1.0,-7.4,-0.1,44,-1.8,.338,.250,.250,0.0,7.3,3.6,11.3,4.4,2.0,44.1,15.8,,-0.2,0.1,-0.2,-0.165,,-12.6,0.1,-12.5,-0.1,,,https://www.2kratings.com/wp-content/uploads/Quinndary-Weatherspoon-2K-Rating.png,,SG
Russell Westbrook,PG,31,HOU,57,57,35.9,10.6,22.5,.472,1.0,3.7,.258,9.6,18.7,.514,.493,5.1,6.7,.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,westbru01,PG,32,36,36,34.8,8.1,18.7,.432,1.3,4.1,.302,6.8,14.6,.469,.466,4.1,6.7,.613,1.5,8.3,9.8,10.3,1.3,0.4,4.9,2.9,21.5,2049,21.0,.536,.166,.297,5.1,18.1,11.5,35.6,2.1,0.8,15.0,34.4,,1.7,2.5,4.2,.098,,1.6,-0.1,1.5,1.8,1254,17.4,.497,.221,.357,4.6,25.4,14.9,46.8,1.7,1.0,18.6,31.7,,-0.9,1.3,0.4,.017,,1.3,-0.3,1.0,1.0,38178000,41358814,https://www.2kratings.com/wp-content/uploads/Russell-Westbrook-2K-Rating.png,41006000,PG
Coby White,PG,19,CHI,65,1,25.8,4.8,12.2,.394,2.0,5.8,.354,2.8,6.4,.430,.478,1.6,2.0,.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2,whiteco01,PG,20,43,36,31.7,5.5,13.5,.409,2.3,6.4,.350,3.3,7.1,.462,.492,1.8,2.0,.894,0.5,4.1,4.6,4.7,0.5,0.1,2.3,2.4,15.1,1674,11.9,.506,.475,.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,,-0.5,1.4,0.9,.026,,-1.2,-1.6,-2.8,-0.4,1362,11.4,.524,.476,.146,1.7,13.9,8.0,20.9,0.8,0.4,13.7,22.6,,0.1,1.0,1.2,.041,,-1.6,-1.9,-3.5,-0.5,5307120,5572680,https://www.2kratings.com/wp-content/uploads/Coby-White-2K-Rating.png,5572680,PG
Derrick White,SG,25,SAS,68,20,24.7,3.7,8.1,.458,1.2,3.2,.366,2.6,4.9,.518,.530,2.6,3.1,.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2,11.3,whitede01,SG,26,18,14,27.3,4.2,11.0,.384,1.9,5.8,.327,2.3,5.2,.447,.470,2.3,2.7,.875,0.2,2.3,2.5,3.2,0.7,1.1,1.4,2.6,12.7,1677,16.4,.593,.391,.382,2.3,12.1,7.2,20.0,1.3,3.1,12.1,18.9,,3.1,1.1,4.2,.119,,1.2,0.1,1.3,1.4,491,12.3,.520,.525,.242,0.6,9.2,4.8,16.9,1.2,3.5,10.2,21.7,,0.0,0.5,0.5,.052,,-0.8,0.0,-0.8,0.2,1948080,3516284,https://www.2kratings.com/wp-content/uploads/Derrick-White-2K-Rating.png,3516284,SG
Hassan Whiteside,C,30,FA,67,61,30.0,6.5,10.5,.621,0.1,0.1,.571,6.4,10.4,.622,.624,2.4,3.6,.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,whiteha01,C,31,28,1,14.9,3.4,6.2,.555,0.0,0.0,.000,3.4,6.1,.558,.555,1.2,2.3,.524,1.8,4.3,6.0,0.6,0.2,1.4,1.1,1.9,8.0,2008,25.0,.644,.010,.340,13.6,33.3,23.6,5.9,0.6,8.4,12.9,19.6,,5.6,3.0,8.5,.204,,2.5,0.7,3.2,2.6,416,19.8,.560,.006,.364,12.8,32.5,22.4,5.8,0.7,7.8,13.8,23.9,,0.2,0.5,0.7,.076,,-1.6,-0.2,-1.8,0.0,27093018,2320044,https://www.2kratings.com/wp-content/uploads/Hassan-Whiteside-2K-Rating.png,,C
Andrew Wiggins,SF,24,GSW,54,54,34.4,8.1,18.1,.447,2.1,6.2,.332,6.0,11.9,.506,.504,3.5,5.0,.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8,wiggian01,PF,25,45,45,32.2,6.7,14.3,.471,2.0,5.0,.388,4.8,9.2,.517,.540,2.4,3.5,.701,1.1,3.7,4.7,2.2,0.9,0.9,1.9,2.2,17.9,1858,16.4,.536,.342,.274,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,,0.8,1.1,1.9,.050,,1.1,-1.4,-0.3,0.8,1451,14.2,.565,.353,.244,3.5,11.9,7.7,10.4,1.3,2.5,10.8,23.4,,0.3,1.6,1.9,.062,,-0.5,-0.8,-1.3,0.3,27504630,29542010,https://www.2kratings.com/wp-content/uploads/Andrew-Wiggins-2K-Rating.png,29542010,PF
Grant Williams,PF,21,BOS,69,5,15.1,1.3,3.1,.412,0.3,1.4,.250,0.9,1.7,.548,.469,0.6,0.8,.722,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,3.4,willigr01,PF,22,36,6,18.3,1.8,4.0,.451,0.9,2.1,.419,0.9,1.9,.486,.559,0.5,1.0,.543,0.9,2.1,3.0,0.9,0.5,0.4,0.8,2.5,5.0,1043,7.9,.505,.455,.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,,0.1,1.4,1.6,.071,,-4.1,1.4,-2.7,-0.2,657,8.7,.565,.514,.243,5.8,12.8,9.2,6.8,1.4,1.9,15.8,12.4,,0.3,0.5,0.8,.058,,-3.2,-0.2,-3.5,-0.2,2379840,2498760,https://www.2kratings.com/wp-content/uploads/Grant-Williams-2K-Rating.png,2498760,PF
Johnathan Williams,PF,24,FA,15,6,12.0,1.3,2.3,.559,0.0,0.1,.000,1.3,2.1,.594,.559,0.5,0.9,.538,1.6,2.7,4.3,0.5,0.1,0.5,0.3,1.1,3.0,willijo04,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,14.0,.566,.059,.382,14.0,25.3,19.4,5.9,0.3,3.9,11.2,10.3,,0.3,0.1,0.4,.109,,-0.8,-1.4,-2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,106181,,https://www.basketball-reference.com/req/202101021/images/players/willijo04.jpg,,PF
