player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Onyeka Okongwu,,,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,okongon01,C,20,18,1,9.9,1.3,2.2,.600,0.0,0.1,.000,1.3,2.2,.615,.600,0.5,0.8,.600,0.8,1.8,2.6,0.3,0.4,0.6,0.4,1.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,179,13.7,.612,.025,.375,8.7,19.2,14.0,4.1,1.9,4.9,14.7,13.1,,0.2,0.3,0.4,.117,,-3.5,1.1,-2.4,0.0,,5813640,https://www.2kratings.com/wp-content/uploads/Onyeka-Okongwu-2K-Rating.png
Isaac Okoro,,,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,okorois01,SG,20,34,34,32.8,3.0,7.3,.409,0.9,3.0,.297,2.1,4.3,.486,.470,1.1,1.6,.679,1.0,1.7,2.7,1.8,1.1,0.5,1.4,3.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,1114,6.3,.496,.409,.215,3.2,6.0,4.6,7.7,1.6,1.4,15.1,12.4,,-0.5,0.6,0.1,.006,,-4.7,-0.5,-5.2,-0.9,,6400920,https://www.2kratings.com/wp-content/uploads/Isaac-Okoro-2K-Rating.png
Daniel Oturu,,,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,oturuda01,C,21,11,0,4.9,0.9,1.5,.588,0.0,0.1,.000,0.9,1.5,.625,.588,0.2,0.2,1.000,0.5,1.0,1.5,0.5,0.0,0.3,0.3,0.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,54,17.2,.615,.059,.118,10.6,22.4,16.6,13.5,0.0,4.9,14.4,17.1,,0.1,0.1,0.2,.152,,-1.5,-0.4,-1.9,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Daniel-Oturu-2K-Rating.png
Reggie Perry,,,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,perryre01,PF,20,14,0,10.5,1.5,3.6,.412,0.1,0.9,.167,1.4,2.8,.487,.431,0.4,0.6,.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,147,9.8,.455,.235,.176,13.8,24.6,19.5,10.8,0.7,2.9,16.7,19.6,,-0.1,0.2,0.1,.025,,-5.2,-1.6,-6.8,-0.2,,,https://www.2kratings.com/wp-content/uploads/Reggie-Perry-2K-Rating.png
Aleksej Pokusevski,,,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,pokusal01,PF,19,21,4,20.2,1.8,6.5,.277,0.8,3.7,.218,1.0,2.8,.356,.339,0.4,0.4,1.000,0.6,3.8,4.4,1.5,0.4,1.0,1.4,1.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,424,4.6,.359,.569,.058,3.3,19.6,11.5,10.2,1.0,4.6,17.6,17.6,,-1.3,0.6,-0.7,-0.084,,-6.1,-0.2,-6.4,-0.5,,2964840,https://www.2kratings.com/wp-content/uploads/Aleksej-Pokusevski-2K-Rating.png
Jontay Porter,,,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,portejo01,PF,21,1,0,3.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3,-10.7,.000,.500,.000,35.1,75.0,54.4,0.0,0.0,0.0,0.0,28.1,,0.0,0.0,0.0,-0.407,,-16.6,-9.8,-26.3,0.0,197933,1904762,https://www.2kratings.com/wp-content/uploads/Jontay-Porter-2K-Rating.png
Payton Pritchard,,,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,pritcpa01,SG,23,33,1,20.6,2.7,6.0,.452,1.4,3.3,.409,1.4,2.7,.506,.565,0.5,0.5,.944,0.5,1.6,2.1,2.3,0.5,0.2,1.1,1.9,7.3,,,,,,,,,,,,,,,,,,,,,,,,680,11.0,.585,.553,.090,2.6,9.0,5.8,15.1,1.3,0.7,14.5,15.3,,0.7,0.4,1.1,.077,,-1.2,-0.9,-2.1,0.0,,2035800,https://www.2kratings.com/wp-content/uploads/Payton-Pritchard-2K-Rating.png
Immanuel Quickley,,,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,quickim01,PG,21,37,2,19.9,4.0,10.1,.395,1.9,5.1,.372,2.1,5.0,.418,.489,2.9,3.3,.901,0.5,1.8,2.3,2.4,0.5,0.2,1.0,2.1,12.8,,,,,,,,,,,,,,,,,,,,,,,,735,17.7,.556,.505,.325,2.5,9.7,6.1,19.6,1.2,1.2,8.0,27.7,,1.4,0.8,2.1,.139,,2.4,-0.7,1.6,0.7,,2105520,https://www.2kratings.com/wp-content/uploads/Immanuel-Quickley-2K-Rating.png
Jahmi'us Ramsey,,,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,ramseja01,SG,19,5,0,3.4,0.6,1.0,.600,0.2,0.6,.333,0.4,0.4,1.000,.700,0.0,0.0,,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,17,15.2,.700,.600,.000,0.0,26.5,13.0,8.2,0.0,5.0,16.7,15.0,,0.0,0.0,0.0,.059,,0.2,-1.4,-1.2,0.0,,1000000,https://www.2kratings.com/wp-content/uploads/Jahmius-Ramsey-2K-Rating.png
Paul Reed,,,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,reedpa01,PF,21,6,0,10.3,1.7,3.8,.435,0.0,0.5,.000,1.7,3.3,.500,.435,0.0,0.0,,1.2,0.8,2.0,0.5,0.2,0.8,0.8,0.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,62,9.8,.435,.130,.000,12.8,8.5,10.6,6.8,0.8,7.1,17.9,19.1,,-0.1,0.1,0.0,-0.009,,-5.1,-1.3,-6.4,-0.1,,,https://www.2kratings.com/wp-content/uploads/Paul-Reed-2K-Rating.png
Nick Richards,,,CHO,,,,,,,,,,,,,,,,,,,,,,,,,,richani01,PF,23,9,0,3.1,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.7,1.0,.667,0.2,0.6,0.8,0.0,0.0,0.0,0.1,0.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,28,11.3,.602,.000,1.500,7.6,19.6,13.5,0.0,0.0,0.0,9.1,16.6,,0.0,0.0,0.1,.110,,-3.6,-2.5,-6.1,0.0,,1000000,https://www.2kratings.com/wp-content/uploads/Nick-Richards-2K-Rating.png
Deividas Sirvydis,,,DET,,,,,,,,,,,,,,,,,,,,,,,,,,sirvyde01,SG,20,6,0,1.8,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.2,0.3,.500,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,11,-4.4,.102,1.000,.500,0.0,21.0,10.1,11.5,4.5,0.0,0.0,19.3,,-0.1,0.0,-0.1,-0.250,,-16.0,-1.5,-17.6,0.0,,898310,https://www.2kratings.com/wp-content/uploads/Deividas-Sirvydis-2K-Rating.png
Jalen Smith,,,PHO,,,,,,,,,,,,,,,,,,,,,,,,,,smithja04,PF,20,12,0,5.2,0.7,1.7,.400,0.2,0.7,.250,0.5,1.0,.500,.450,0.1,0.3,.333,0.4,0.8,1.2,0.2,0.0,0.2,0.2,0.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,62,8.0,.446,.400,.150,9.3,15.8,12.7,4.3,0.0,2.9,8.6,16.8,,0.0,0.1,0.0,.020,,-2.7,-1.2,-3.9,0.0,,4245720,https://www.2kratings.com/wp-content/uploads/Jalen-Smith-2K-Rating.png
Ray Spalding,,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,spaldra01,C,23,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,19,0.9,.410,.250,.500,10.6,11.8,11.2,0.0,0.0,9.2,38.1,17.6,,-0.1,0.0,-0.1,-0.169,,-8.9,-1.4,-10.4,0.0,,,https://www.basketball-reference.com/req/202101021/images/players/spaldra01.jpg
Cassius Stanley,,,IND,,,,,,,,,,,,,,,,,,,,,,,,,,stanlca01,SG,21,9,0,2.8,0.3,1.0,.333,0.1,0.3,.333,0.2,0.7,.333,.389,0.4,0.6,.800,0.2,0.2,0.4,0.0,0.0,0.2,0.1,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,25,8.1,.491,.333,.556,9.0,9.0,9.0,0.0,0.0,6.9,8.2,21.1,,0.0,0.0,0.0,.038,,-6.0,-1.7,-7.7,0.0,,,https://www.2kratings.com/wp-content/uploads/Cassius-Stanley-2K-Rating.png
Lamar Stevens,,,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,stevela01,PF,23,26,0,13.6,1.5,3.7,.406,0.1,0.7,.118,1.4,3.0,.468,.417,0.9,1.3,.676,0.5,2.0,2.4,0.9,0.4,0.3,0.6,1.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,354,8.3,.464,.177,.354,3.7,16.7,10.0,9.4,1.5,2.0,11.9,15.4,,-0.2,0.3,0.1,.014,,-5.0,-0.2,-5.1,-0.3,,,https://www.2kratings.com/wp-content/uploads/Lamar-Stevens-2K-Rating.png
