player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Kyle Korver,SF,38,MIL,58,1,16.6,2.2,5.1,.430,1.7,4.1,.418,0.5,1.0,.482,.599,0.6,0.7,.854,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7,korveky01,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,11.3,.620,.809,.140,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,,0.9,1.5,2.5,.124,,-0.6,0.7,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,2564753,,https://www.basketball-reference.com/req/202101021/images/players/korveky01.jpg
Rodions Kurucs,PF,21,TOT,47,9,14.6,1.7,3.8,.446,0.7,1.9,.367,1.0,1.9,.529,.540,0.5,0.8,.632,0.5,2.4,2.9,1.1,0.5,0.1,1.0,1.9,4.6,kurucro01,SF-PF,22,16,0,5.7,0.4,1.5,.250,0.2,1.1,.176,0.2,0.4,.429,.313,0.1,0.1,.500,0.1,0.8,0.9,0.4,0.4,0.3,0.6,0.5,1.0,684,8.9,.555,.508,.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,,-0.1,0.8,0.8,.055,,-3.6,0.8,-2.8,-0.1,91,2.1,.322,.708,.083,2.2,14.6,8.3,8.6,3.1,3.9,26.6,15.9,,-0.4,0.1,-0.2,-0.120,,-8.8,1.8,-7.0,-0.1,1699236,1780152,https://www.2kratings.com/wp-content/uploads/Rodions-Kurucs-2K-Rating.png
Kyle Kuzma,PF,24,LAL,61,9,25.0,4.8,11.0,.436,1.4,4.5,.316,3.4,6.5,.518,.500,1.9,2.5,.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8,kuzmaky01,SF,25,39,11,26.1,4.7,10.4,.453,1.9,4.9,.378,2.8,5.5,.521,.543,0.7,1.2,.630,2.1,4.6,6.7,1.2,0.4,0.6,1.5,1.7,12.1,1526,12.2,.531,.407,.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,,0.1,1.9,2.0,.063,,-1.6,-1.0,-2.6,-0.2,1016,14.0,.551,.475,.113,9.1,19.5,14.4,6.8,0.8,2.0,11.8,20.7,,0.5,1.6,2.1,.100,,0.2,-0.9,-0.7,0.3,1974600,3562178,https://www.2kratings.com/wp-content/uploads/Kyle-Kuzma-2K-Rating.png
Skal Labissière,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,labissk01,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,15.4,.588,.088,.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,,1.0,0.4,1.4,.119,,-1.5,0.2,-1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,2338847,,https://www.basketball-reference.com/req/202101021/images/players/labissk01.jpg
Jeremy Lamb,SG,27,IND,46,42,28.1,4.7,10.4,.451,1.2,3.4,.335,3.5,7.0,.508,.506,2.0,2.4,.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,lambje01,SG,28,22,8,22.8,3.5,7.6,.464,1.5,3.5,.436,2.0,4.1,.489,.565,2.3,2.4,.943,0.7,3.0,3.6,1.5,0.8,0.5,0.7,2.0,10.9,1291,14.0,.547,.330,.230,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,,0.9,1.8,2.7,.099,,-1.1,0.8,-0.4,0.5,501,16.2,.627,.464,.315,3.4,14.6,9.0,9.6,1.7,1.9,7.7,17.9,,1.0,0.5,1.6,.149,,1.4,0.3,1.7,0.5,10500000,10500000,https://www.2kratings.com/wp-content/uploads/Jeremy-Lamb-2K-Rating.png
Romeo Langford,SG,20,BOS,32,2,11.6,0.9,2.5,.350,0.2,0.8,.185,0.7,1.7,.434,.381,0.6,0.8,.720,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5,langfro01,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,5.4,.434,.338,.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,,-0.2,0.4,0.2,.025,,-4.7,-0.3,-4.9,-0.3,,,,,,,,,,,,,,,,,,,,,,,,3458400,3631200,https://www.2kratings.com/wp-content/uploads/Romeo-Langford-2K-Rating.png
Zach LaVine,SG,24,CHI,60,60,34.8,9.0,20.0,.450,3.1,8.1,.380,5.9,11.9,.497,.526,4.5,5.6,.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5,lavinza01,SG,25,38,38,35.3,10.2,19.2,.529,3.6,8.1,.441,6.6,11.1,.593,.622,4.6,5.3,.861,0.7,4.5,5.2,5.0,1.0,0.4,3.8,2.6,28.4,2085,19.4,.568,.404,.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,,1.8,2.2,4.0,.091,,3.2,-0.8,2.4,2.4,1343,22.9,.661,.420,.276,2.3,13.8,8.1,23.7,1.3,1.1,15.2,30.6,,3.4,1.3,4.6,.166,,5.2,-0.7,4.5,2.2,19500000,19500000,https://www.2kratings.com/wp-content/uploads/Zach-LaVine-2K-Rating.png
Vic Law,PF,24,ORL,8,0,7.8,0.8,2.3,.333,0.1,0.9,.143,0.6,1.4,.455,.361,0.3,0.8,.333,0.3,1.1,1.4,0.4,0.3,0.0,0.3,0.8,1.9,lawvi01,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.7,.363,.389,.333,3.4,16.2,9.6,6.7,1.6,0.0,8.8,15.8,,-0.1,0.1,-0.1,-0.052,,-7.1,-2.5,-9.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/lawvi01.jpg
Jake Layman,SF,25,MIN,23,2,22.0,3.5,7.8,.453,1.0,3.1,.333,2.5,4.7,.533,.520,1.0,1.4,.750,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,laymaja01,SF,26,28,8,16.4,2.4,4.9,.496,0.7,2.1,.317,1.8,2.8,.636,.566,0.8,1.1,.767,0.4,1.3,1.7,0.7,0.8,0.5,0.7,1.2,6.4,505,10.3,.544,.402,.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,,0.0,0.3,0.3,.030,,-2.7,-1.0,-3.7,-0.2,460,12.1,.593,.438,.219,2.2,9.0,5.5,6.3,2.3,2.5,11.8,15.5,,0.2,0.3,0.6,.060,,-2.2,0.0,-2.2,0.0,3581986,3761085,https://www.2kratings.com/wp-content/uploads/Jake-Layman-2K-Rating.png
T.J. Leaf,PF,22,IND,28,1,7.9,1.3,3.1,.419,0.2,0.6,.278,1.1,2.4,.456,.448,0.3,0.6,.438,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3.0,leaftj01,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,12.9,.451,.209,.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,,-0.1,0.4,0.3,.061,,-2.5,0.1,-2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,2813280,4326825,https://www.basketball-reference.com/req/202101021/images/players/leaftj01.jpg
Jalen Lecque,SG,19,IND,5,0,6.4,0.8,2.0,.400,0.0,0.8,.000,0.8,1.2,.667,.400,0.4,0.4,1.000,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.6,2.0,lecquja01,PG,20,3,0,3.0,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,1.0,1.0,1.000,0.3,1.0,1.3,0.7,0.0,0.0,0.0,0.0,1.7,32,2.7,.460,.400,.200,0.0,7.0,3.5,8.6,0.0,0.0,15.5,17.1,,0.0,0.0,0.0,-0.065,,-7.1,-2.9,-10.0,-0.1,9,24.0,.470,.250,.750,12.4,37.5,25.0,29.4,0.0,0.0,0.0,25.6,,0.0,0.0,0.0,.221,,2.9,-0.3,2.6,0.0,898310,1517981,https://www.2kratings.com/wp-content/uploads/Jalen-Lecque-2K-Rating.png
Courtney Lee,SG,34,DAL,24,9,14.4,1.7,3.4,.488,0.9,2.0,.447,0.8,1.5,.543,.616,0.3,0.3,.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,leeco01,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,10.8,.629,.573,.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,,0.3,0.3,0.7,.092,,-2.1,1.5,-0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,12759670,,https://www.basketball-reference.com/req/202101021/images/players/leeco01.jpg
Damion Lee,SG,27,GSW,49,36,29.0,4.3,10.4,.417,1.7,4.9,.356,2.6,5.6,.471,.500,2.2,2.6,.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7,leeda03,SG,28,39,1,18.7,2.1,4.7,.440,1.4,3.6,.376,0.7,1.1,.651,.584,0.7,0.8,.903,0.4,2.9,3.3,1.4,0.6,0.1,0.4,1.4,6.2,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,.058,,-1.5,-0.8,-2.3,-0.1,730,11.7,.615,.766,.168,2.2,16.2,9.2,10.3,1.6,0.5,7.9,12.5,,0.9,0.8,1.8,.116,,-0.7,0.4,-0.4,0.3,842327,1762796,https://www.2kratings.com/wp-content/uploads/Damion-Lee-2K-Rating.png
Alex Len,C,26,TOT,55,12,17.6,3.2,5.8,.555,0.3,1.1,.271,2.9,4.7,.619,.580,1.2,1.9,.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,lenal01,C,27,30,8,13.7,2.1,3.3,.626,0.2,0.7,.300,1.9,2.6,.709,.657,1.0,1.8,.566,0.6,2.4,3.0,0.9,0.3,1.1,0.8,1.7,5.3,970,17.7,.600,.185,.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,,1.5,1.0,2.5,.122,,-0.5,-0.3,-0.7,0.3,412,15.1,.654,.202,.535,4.8,19.0,11.7,9.4,1.0,7.3,17.0,14.9,,0.4,0.5,0.9,.107,,-1.9,1.6,-0.3,0.2,4160000,4032648,https://www.2kratings.com/wp-content/uploads/Alex-Len-2K-Rating.png
Kawhi Leonard,SF,28,LAC,57,57,32.4,9.3,19.9,.470,2.2,5.7,.378,7.2,14.2,.506,.524,6.2,7.1,.886,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,leonaka01,SF,29,33,33,34.5,9.5,18.5,.515,2.1,5.2,.398,7.5,13.4,.560,.570,5.3,6.0,.879,0.9,5.4,6.4,4.8,1.6,0.5,1.9,1.7,26.4,1848,26.9,.589,.287,.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,,5.4,3.3,8.7,.226,,6.5,2.4,8.9,5.1,1140,26.8,.624,.279,.324,3.1,17.3,10.3,23.4,2.3,1.2,8.4,29.6,,4.2,1.4,5.6,.237,,5.5,0.8,6.3,2.4,32742000,34379100,https://www.2kratings.com/wp-content/uploads/Kawhi-Leonard-2K-Rating.png
Meyers Leonard,C,27,MIA,51,49,20.3,2.3,4.6,.509,1.0,2.5,.414,1.3,2.1,.623,.622,0.4,0.5,.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,leoname01,C,28,3,2,9.7,1.0,2.3,.429,1.0,2.3,.429,0.0,0.0,,.643,0.3,0.7,.500,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3,1034,10.6,.627,.547,.120,3.4,24.0,14.1,7.6,0.7,1.4,13.7,12.2,,0.9,1.2,2.1,.096,,-1.3,0.4,-0.9,0.3,29,6.6,.635,1.000,.286,0.0,25.7,13.5,10.0,0.0,0.0,20.2,15.3,,0.0,0.0,0.0,.048,,-3.5,-0.9,-4.4,0.0,11286515,9756098,https://www.2kratings.com/wp-content/uploads/Meyers-Leonard-2K-Rating.png
Caris LeVert,SG,25,TOT,45,31,29.6,6.9,16.3,.425,1.8,4.9,.364,5.1,11.4,.451,.480,3.1,4.4,.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7,leverca01,SG,26,14,6,27.9,7.0,16.1,.436,1.8,5.2,.342,5.2,10.9,.480,.491,2.2,2.9,.775,0.9,3.5,4.4,5.4,1.1,0.4,2.2,1.6,18.0,1330,16.1,.514,.301,.269,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,,0.1,1.4,1.5,.055,,0.6,-0.9,-0.3,0.5,390,18.3,.519,.324,.178,3.6,13.5,8.8,30.4,2.0,1.3,11.3,30.6,,0.3,0.4,0.6,.078,,0.7,-0.8,-0.1,0.2,2625718,16203704,https://www.2kratings.com/wp-content/uploads/Caris-LeVert-2K-Rating.png
Damian Lillard,PG,29,POR,66,66,37.5,9.5,20.4,.463,4.1,10.2,.401,5.4,10.2,.524,.563,7.0,7.8,.888,0.5,3.8,4.3,8.0,1.1,0.3,2.9,1.7,30.0,lillada01,PG,30,38,38,36.2,9.4,20.8,.451,4.4,11.3,.388,5.0,9.6,.526,.556,7.3,7.8,.936,0.5,4.0,4.5,8.0,1.0,0.3,3.3,1.7,30.5,2474,26.9,.627,.500,.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,,10.9,0.7,11.6,.225,,8.3,-0.9,7.5,5.9,1374,27.2,.628,.541,.375,1.4,12.1,6.6,37.8,1.3,0.7,12.1,32.9,,6.0,0.3,6.3,.220,,8.0,-1.7,6.3,2.9,29802321,31626953,https://www.2kratings.com/wp-content/uploads/Damian-Lillard-2K-Rating.png
Nassir Little,PF,19,POR,48,5,11.9,1.4,3.1,.430,0.3,1.2,.237,1.1,1.9,.554,.477,0.6,0.9,.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,littlna01,PF,20,24,2,13.3,1.7,3.6,.471,0.8,1.9,.391,1.0,1.7,.561,.575,1.0,1.2,.857,0.8,1.8,2.5,0.4,0.1,0.3,0.5,1.1,5.2,573,9.6,.505,.391,.291,5.7,13.9,9.9,5.0,1.1,2.1,8.1,13.7,,0.3,0.3,0.6,.047,,-2.9,-0.6,-3.5,-0.2,319,13.4,.624,.529,.322,6.2,14.5,10.2,4.4,0.5,2.3,10.0,14.9,,0.6,0.1,0.7,.098,,-0.2,-2.6,-2.8,-0.1,2105520,2210640,https://www.2kratings.com/wp-content/uploads/Nassir-Little-2K-Rating.png
Kevon Looney,C,23,GSW,20,4,13.1,1.5,4.0,.367,0.1,0.7,.071,1.4,3.3,.431,.373,0.5,0.6,.750,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4,looneke01,C,24,30,13,14.6,1.5,2.6,.564,0.1,0.2,.333,1.4,2.4,.583,.577,0.7,0.8,.800,1.6,2.4,4.1,1.6,0.4,0.3,0.6,1.9,3.7,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,,-0.2,0.2,0.0,.006,,-4.8,-0.8,-5.6,-0.2,437,13.3,.618,.077,.321,11.9,17.4,14.7,14.3,1.2,1.6,17.6,10.5,,0.9,0.5,1.4,.152,,-1.5,0.4,-1.1,0.1,4464286,4821429,https://www.2kratings.com/wp-content/uploads/Kevon-Looney-2K-Rating.png
Brook Lopez,C,31,MIL,68,67,26.7,4.3,9.9,.435,1.5,4.8,.314,2.8,5.1,.549,.511,1.9,2.2,.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4,12.0,lopezbr01,C,32,39,39,27.2,4.1,8.6,.475,1.5,4.5,.339,2.6,4.1,.621,.563,1.5,1.8,.826,1.4,3.7,5.1,0.7,0.5,1.5,0.9,2.1,11.1,1817,15.0,.551,.484,.227,3.4,13.0,8.5,7.4,1.2,7.9,8.7,18.3,,1.4,4.1,5.5,.145,,-0.4,2.5,2.0,1.9,1060,13.9,.594,.519,.206,5.4,14.0,9.8,3.4,0.9,4.8,8.5,15.8,,1.4,1.3,2.6,.120,,-0.1,-0.2,-0.4,0.4,12093024,12697675,https://www.2kratings.com/wp-content/uploads/Brook-Lopez-2K-Rating.png
Robin Lopez,C,31,WAS,66,5,14.5,2.2,4.5,.492,0.5,1.6,.333,1.7,2.9,.577,.550,0.4,0.8,.528,0.8,1.6,2.4,0.7,0.2,0.7,1.0,1.5,5.4,lopezro01,C,32,38,9,20.1,3.2,5.4,.588,0.1,0.4,.286,3.1,5.0,.611,.598,1.6,2.3,.709,2.2,2.0,4.2,0.9,0.3,0.6,1.1,1.9,8.0,958,10.2,.554,.351,.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,,-0.1,1.6,1.5,.077,,-3.0,0.4,-2.6,-0.2,763,14.3,.631,.069,.422,11.2,10.7,11.0,6.5,0.7,2.4,14.8,15.4,,1.3,0.3,1.6,.101,,-0.9,-1.8,-2.8,-0.2,4767000,7300000,https://www.2kratings.com/wp-content/uploads/Robin-Lopez-2K-Rating.png
Kevin Love,PF,31,CLE,56,56,31.8,5.8,13.0,.450,2.6,7.0,.374,3.2,6.0,.537,.550,3.3,3.9,.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6,loveke01,PF,32,4,4,14.5,1.8,5.5,.318,1.0,3.0,.333,0.8,2.5,.300,.409,1.3,1.8,.714,0.5,2.8,3.3,1.3,0.3,0.0,0.8,0.8,5.8,1780,17.9,.599,.536,.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,,2.5,1.3,3.8,.101,,2.6,-0.5,2.0,1.8,58,8.9,.459,.545,.318,3.7,22.0,12.6,12.6,0.9,0.0,10.7,21.0,,0.0,0.0,0.0,-0.003,,-2.3,-1.5,-3.8,0.0,28900000,31300000,https://www.2kratings.com/wp-content/uploads/Kevin-Love-2K-Rating.png
Kyle Lowry,PG,33,TOR,58,58,36.2,5.8,13.8,.416,2.8,8.0,.352,2.9,5.8,.504,.518,5.1,5.9,.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,lowryky01,PG,34,32,32,34.6,6.0,13.5,.445,2.8,7.2,.397,3.2,6.3,.500,.551,3.2,3.7,.873,0.9,4.7,5.6,7.3,1.1,0.2,3.0,3.2,18.1,2098,17.7,.590,.580,.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,,4.2,3.3,7.5,.171,,2.2,1.0,3.2,2.8,1108,16.9,.598,.531,.274,2.7,15.4,8.9,32.1,1.5,0.6,16.4,22.5,,2.0,0.9,3.0,.128,,1.9,-0.7,1.2,0.9,33296296,30000000,https://www.2kratings.com/wp-content/uploads/Kyle-Lowry-2K-Rating.png
Timothé Luwawu-Cabarrot,SF,24,BRK,47,2,18.1,2.5,5.7,.435,1.3,3.4,.388,1.2,2.3,.505,.550,1.5,1.7,.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,luwawti01,SF,25,35,6,19.1,2.5,6.3,.387,1.5,4.2,.361,0.9,2.1,.440,.507,0.6,0.7,.769,0.5,1.8,2.3,1.2,0.7,0.1,0.7,1.8,7.0,853,11.0,.599,.595,.301,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,,0.9,0.7,1.7,.095,,-1.8,-0.5,-2.2,-0.1,670,9.3,.525,.662,.117,3.2,9.8,6.7,8.3,1.7,0.6,9.7,16.8,,0.1,0.5,0.6,.042,,-2.2,-1.4,-3.6,-0.3,189702,1824003,https://www.2kratings.com/wp-content/uploads/Timothe-Luwawu-Cabarrot-2K-Rating.png
Trey Lyles,PF,24,SAS,63,53,20.2,2.4,5.4,.446,1.0,2.7,.387,1.4,2.8,.503,.541,0.5,0.7,.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,lylestr01,PF,25,22,9,15.7,1.9,4.0,.483,0.6,1.7,.368,1.3,2.2,.571,.563,0.6,1.0,.619,0.4,3.4,3.8,0.6,0.2,0.0,0.2,0.5,5.0,1271,12.6,.557,.490,.131,6.0,24.6,15.3,7.2,1.1,1.9,9.7,13.6,,1.2,1.0,2.2,.083,,-0.5,-0.7,-1.2,0.3,345,11.6,.577,.437,.241,2.7,23.2,12.8,5.1,0.7,0.3,4.0,12.6,,0.3,0.4,0.7,.100,,-0.9,-0.8,-1.7,0.0,5500000,5500000,https://www.2kratings.com/wp-content/uploads/Trey-Lyles-2K-Rating.png
Daryl Macon,PG,24,MIA,4,0,3.5,0.3,0.8,.333,0.3,0.5,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,maconda01,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,-3.1,.500,.667,.000,0.0,0.0,0.0,9.7,0.0,0.0,40.0,15.7,,0.0,0.0,0.0,-0.161,,-7.0,-4.4,-11.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/maconda01.jpg
J.P. Macura,SG,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macurjp01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-5.2,-1.2,-6.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/macurjp01.jpg
Josh Magette,PG,30,ORL,8,0,4.8,0.6,1.9,.333,0.1,0.5,.250,0.5,1.4,.364,.367,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,magetjo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,5.1,.378,.267,.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,,-0.2,0.1,-0.1,-0.127,,-7.9,1.6,-6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/magetjo01.jpg
Ian Mahinmi,C,33,WAS,38,35,21.3,2.7,5.5,.495,0.1,0.7,.192,2.6,4.8,.538,.507,1.8,3.0,.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,mahinia01,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,14.2,.545,.124,.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,,0.7,0.7,1.4,.083,,-2.8,0.0,-2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,15450051,,https://www.basketball-reference.com/req/202101021/images/players/mahinia01.jpg
Thon Maker,C,22,CLE,60,14,12.9,1.6,3.2,.482,0.4,1.1,.344,1.2,2.2,.550,.539,1.2,1.8,.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,makerth01,C,23,8,0,9.5,1.3,2.3,.556,0.0,0.3,.000,1.3,2.0,.625,.556,1.3,1.4,.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,776,13.7,.582,.332,.570,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,,0.7,0.8,1.5,.096,,-2.1,0.7,-1.4,0.1,76,18.9,.657,.111,.611,11.4,15.3,13.3,7.8,1.3,4.7,11.6,14.7,,0.2,0.1,0.3,.177,,0.3,1.2,1.5,0.1,3569643,309355,https://www.2kratings.com/wp-content/uploads/Thon-Maker-2K-Rating.png
Terance Mann,SF,23,LAC,41,6,8.8,0.9,1.9,.468,0.2,0.5,.350,0.7,1.4,.508,.513,0.4,0.7,.667,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4,mannte01,SG,24,38,3,15.9,1.7,3.6,.471,0.4,1.0,.395,1.3,2.6,.500,.525,0.9,1.1,.810,0.8,2.4,3.2,1.3,0.4,0.2,0.6,1.6,4.7,362,10.6,.545,.253,.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,,0.4,0.4,0.8,.106,,-2.8,1.2,-1.6,0.0,606,11.7,.572,.275,.304,5.9,16.7,11.4,10.3,1.4,1.3,12.8,13.1,,0.8,0.6,1.4,.108,,-1.8,0.2,-1.6,0.1,1000000,1517984,https://www.2kratings.com/wp-content/uploads/Terance-Mann-2K-Rating.png
Boban Marjanović,C,31,DAL,44,5,9.6,2.8,4.8,.573,0.1,0.4,.235,2.7,4.4,.603,.583,1.0,1.3,.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,marjabo01,C,32,19,1,7.7,1.9,3.9,.493,0.0,0.2,.000,1.9,3.7,.521,.493,0.6,0.8,.750,1.5,2.5,4.0,0.2,0.1,0.1,0.4,0.8,4.5,422,25.7,.612,.081,.270,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,,1.2,0.6,1.8,.200,,2.8,-1.6,1.2,0.3,146,21.1,.524,.053,.213,22.0,34.8,28.5,3.5,0.3,1.3,8.9,27.4,,0.2,0.2,0.4,.117,,0.3,-4.4,-4.1,-0.1,3500000,3500000,https://www.2kratings.com/wp-content/uploads/Boban-Marjanovic-2K-Rating.png
Lauri Markkanen,PF,22,CHI,50,50,29.8,5.0,11.8,.425,2.2,6.3,.344,2.8,5.5,.518,.517,2.5,3.1,.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,markkla01,PF,23,18,18,30.6,6.8,13.3,.508,3.1,7.6,.412,3.7,5.8,.635,.625,2.6,3.1,.836,0.6,5.4,5.9,0.9,0.6,0.5,1.6,2.1,19.2,1492,14.3,.560,.536,.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,,1.0,1.6,2.6,.084,,0.2,-0.8,-0.6,0.5,551,17.5,.655,.567,.229,2.1,19.2,10.8,4.4,0.9,1.4,9.6,22.6,,0.9,0.5,1.5,.128,,2.4,-1.2,1.2,0.4,5300400,6731508,https://www.2kratings.com/wp-content/uploads/Lauri-Markkanen-2K-Rating.png
